account_id,fiscal_quarter,csat_score,nps_score
A0377,2025-Q4,4,38
A0377,2026-Q1,4,42
A0378,2025-Q1,5,51
A0378,2025-Q2,4,14
A0378,2025-Q3,5,82
A0378,2025-Q4,3,22
A0378,2026-Q1,4,40
A0379,2025-Q1,4,28
A0379,2025-Q2,4,32
A0379,2025-Q3,3,10
A0379,2025-Q4,4,54
A0379,2026-Q1,4,42
A0380,2025-Q1,3,-8
A0380,2025-Q2,5,83
A0380,2025-Q3,4,18
A0380,2025-Q4,4,32
A0380,2026-Q1,4,23
A0381,2025-Q1,4,15
A0381,2025-Q2,4,25
A0381,2025-Q3,4,49
A0381,2025-Q4,5,79
A0381,2026-Q1,3,-16
A0382,2025-Q1,3,-8
A0382,2025-Q2,3,-13
A0382,2025-Q3,4,31
A0382,2025-Q4,3,10
A0382,2026-Q1,5,72
A0383,2025-Q1,3,2
A0383,2025-Q2,3,17
A0383,2025-Q3,2,-22
A0383,2025-Q4,4,36
A0383,2026-Q1,2,-21
A0384,2025-Q1,3,-19
A0384,2025-Q2,3,0
A0384,2025-Q3,2,-56
A0384,2025-Q4,4,21
A0384,2026-Q1,3,-6
A0385,2025-Q1,4,43
A0385,2025-Q2,4,22
A0385,2025-Q3,5,56
A0385,2025-Q4,3,3
A0385,2026-Q1,3,-18
A0386,2025-Q1,4,35
A0386,2025-Q2,4,18
A0386,2025-Q3,4,26
A0386,2025-Q4,4,43
A0386,2026-Q1,4,18
A0387,2025-Q1,3,9
A0387,2025-Q2,3,6
A0387,2025-Q3,3,15
A0387,2025-Q4,4,41
A0387,2026-Q1,4,37
A0388,2025-Q1,5,79
A0388,2025-Q2,4,28
A0388,2025-Q3,4,24
A0388,2025-Q4,3,-4
A0388,2026-Q1,3,22
A0389,2025-Q1,2,-38
A0389,2025-Q2,4,54
A0389,2025-Q3,3,4
A0389,2025-Q4,3,-20
A0389,2026-Q1,3,2
A0390,2025-Q1,4,24
A0390,2025-Q2,4,41
A0390,2025-Q3,5,56
A0390,2025-Q4,3,-4
A0390,2026-Q1,4,36
A0391,2025-Q1,3,-2
A0391,2025-Q2,4,51
A0391,2025-Q3,4,14
A0391,2025-Q4,3,0
A0391,2026-Q1,4,41
A0392,2025-Q1,3,14
A0392,2025-Q2,3,-15
A0392,2025-Q3,4,13
A0392,2025-Q4,2,-36
A0392,2026-Q1,5,66
A0393,2025-Q1,2,-26
A0393,2025-Q2,4,44
A0393,2025-Q3,4,13
A0393,2025-Q4,4,36
A0393,2026-Q1,2,-51
A0394,2025-Q1,4,34
A0394,2025-Q2,3,7
A0394,2025-Q3,4,54
A0394,2025-Q4,4,43
A0394,2026-Q1,3,-20
A0395,2025-Q1,3,-6
A0395,2025-Q2,3,16
A0395,2025-Q3,4,13
A0395,2025-Q4,4,54
A0395,2026-Q1,2,-50
A0396,2025-Q1,4,51
A0396,2025-Q2,4,13
A0396,2025-Q3,4,55
A0396,2025-Q4,2,-23
A0396,2026-Q1,4,19
A0397,2025-Q1,5,72
A0397,2025-Q2,3,-17
A0397,2025-Q3,3,-22
A0397,2025-Q4,4,50
A0398,2025-Q1,4,19
A0398,2025-Q2,5,60
A0398,2025-Q3,5,92
A0398,2025-Q4,3,-17
A0398,2026-Q1,3,-4
A0399,2025-Q1,3,-21
A0399,2025-Q2,4,24
A0399,2025-Q3,4,19
A0399,2025-Q4,3,-17
A0399,2026-Q1,2,-21
A0400,2025-Q1,5,57
A0400,2025-Q2,4,55
A0400,2025-Q3,3,-12
A0400,2025-Q4,3,16
A0400,2026-Q1,4,27
A0401,2025-Q1,5,49
A0401,2025-Q2,4,49
A0401,2025-Q3,3,-17
A0401,2025-Q4,4,14
A0401,2026-Q1,4,52
A0402,2025-Q1,4,21
A0402,2025-Q2,4,46
A0402,2025-Q3,3,22
A0402,2025-Q4,5,53
A0402,2026-Q1,3,20
A0403,2025-Q1,3,-19
A0403,2025-Q2,3,-18
A0403,2025-Q3,3,2
A0403,2025-Q4,2,-38
A0403,2026-Q1,2,-46
A0404,2025-Q1,4,28
A0404,2025-Q2,4,50
A0404,2025-Q3,5,67
A0404,2025-Q4,3,-19
A0404,2026-Q1,3,20
A0405,2025-Q1,4,30
A0405,2025-Q2,4,27
A0405,2025-Q3,3,-1
A0405,2025-Q4,5,68
A0405,2026-Q1,4,34
A0406,2025-Q1,4,44
A0406,2025-Q2,4,34
A0406,2025-Q3,4,42
A0406,2025-Q4,2,-22
A0406,2026-Q1,3,4
A0407,2025-Q1,4,31
A0407,2025-Q2,4,29
A0407,2025-Q3,3,-3
A0407,2025-Q4,3,-10
A0407,2026-Q1,4,57
A0408,2025-Q1,3,13
A0408,2025-Q2,3,-12
A0408,2025-Q3,4,48
A0408,2025-Q4,4,39
A0408,2026-Q1,2,-31
A0409,2025-Q1,2,-35
A0409,2025-Q2,4,41
A0409,2025-Q3,4,54
A0409,2025-Q4,4,24
A0409,2026-Q1,3,-10
A0410,2025-Q1,4,36
A0410,2025-Q2,3,-5
A0410,2025-Q3,5,71
A0410,2025-Q4,3,2
A0410,2026-Q1,4,46
A0411,2025-Q1,4,50
A0411,2025-Q2,4,24
A0411,2025-Q3,3,4
A0411,2025-Q4,3,1
A0411,2026-Q1,4,25
A0412,2025-Q1,4,57
A0412,2025-Q2,3,13
A0412,2025-Q3,4,24
A0412,2025-Q4,5,62
A0412,2026-Q1,2,-28
A0413,2025-Q1,4,44
A0413,2025-Q2,2,-40
A0413,2025-Q3,3,-12
A0413,2025-Q4,3,7
A0413,2026-Q1,4,52
A0414,2025-Q1,3,10
A0414,2025-Q2,4,55
A0414,2025-Q3,4,14
A0414,2025-Q4,3,3
A0414,2026-Q1,4,53
A0415,2025-Q1,4,19
A0415,2025-Q2,4,53
A0415,2025-Q3,3,-17
A0415,2025-Q4,4,35
A0416,2025-Q1,3,19
A0416,2025-Q2,5,59
A0416,2025-Q3,4,13
A0416,2025-Q4,4,17
A0416,2026-Q1,4,24
A0417,2025-Q1,4,25
A0417,2025-Q2,3,4
A0417,2025-Q3,3,-6
A0417,2025-Q4,4,34
A0417,2026-Q1,4,22
A0418,2025-Q1,4,33
A0418,2025-Q2,4,20
A0418,2025-Q3,4,47
A0418,2025-Q4,4,25
A0418,2026-Q1,4,35
A0419,2025-Q1,3,-15
A0419,2025-Q2,4,29
A0419,2025-Q3,4,33
A0419,2025-Q4,4,26
A0419,2026-Q1,3,-9
A0420,2025-Q1,3,-2
A0420,2025-Q2,4,13
A0420,2025-Q3,5,88
A0420,2025-Q4,3,4
A0420,2026-Q1,4,36
A0421,2025-Q1,4,14
A0421,2025-Q2,4,23
A0421,2025-Q3,4,33
A0421,2025-Q4,3,-3
A0421,2026-Q1,4,56
A0422,2025-Q1,4,36
A0422,2025-Q2,4,39
A0422,2025-Q3,4,14
A0422,2025-Q4,4,45
A0422,2026-Q1,3,18
A0423,2025-Q1,4,13
A0423,2025-Q2,4,13
A0423,2025-Q3,5,91
A0423,2025-Q4,3,-13
A0423,2026-Q1,4,36
A0424,2025-Q1,4,30
A0424,2025-Q2,4,18
A0424,2025-Q3,4,34
A0424,2025-Q4,4,20
A0424,2026-Q1,3,-11
A0425,2025-Q1,3,-12
A0425,2025-Q2,4,29
A0425,2025-Q3,4,51
A0425,2025-Q4,4,28
A0425,2026-Q1,4,55
A0426,2025-Q1,3,-17
A0426,2025-Q2,4,48
A0426,2025-Q3,4,42
A0426,2025-Q4,4,45
A0426,2026-Q1,2,-46
A0427,2025-Q1,3,-22
A0427,2025-Q2,2,-41
A0427,2025-Q3,4,40
A0427,2025-Q4,4,29
A0427,2026-Q1,3,6
A0428,2025-Q1,4,18
A0428,2025-Q2,4,14
A0428,2025-Q3,2,-23
A0428,2025-Q4,3,-8
A0428,2026-Q1,3,7
A0429,2025-Q1,3,-8
A0429,2025-Q2,3,20
A0429,2025-Q3,5,81
A0429,2025-Q4,5,53
A0429,2026-Q1,3,5
A0430,2025-Q1,3,4
A0430,2025-Q2,3,10
A0430,2025-Q3,4,30
A0430,2025-Q4,3,-11
A0430,2026-Q1,4,48
A0431,2025-Q1,4,53
A0431,2025-Q2,5,57
A0431,2025-Q3,3,-20
A0431,2025-Q4,4,54
A0431,2026-Q1,3,22
A0432,2025-Q1,4,17
A0432,2025-Q2,4,36
A0432,2025-Q3,2,-39
A0432,2025-Q4,3,17
A0432,2026-Q1,4,51
A0433,2025-Q1,4,37
A0433,2025-Q2,4,49
A0433,2025-Q3,3,21
A0433,2025-Q4,4,46
A0433,2026-Q1,4,55
A0434,2025-Q1,3,6
A0434,2025-Q2,4,44
A0434,2025-Q3,4,54
A0434,2025-Q4,5,87
A0434,2026-Q1,4,28
A0435,2025-Q1,4,39
A0435,2025-Q2,3,8
A0435,2025-Q3,5,58
A0435,2025-Q4,4,42
A0435,2026-Q1,3,10
A0436,2025-Q1,4,21
A0436,2025-Q2,4,17
A0436,2025-Q3,3,1
A0436,2025-Q4,4,45
A0436,2026-Q1,5,69
A0437,2025-Q1,4,20
A0437,2025-Q2,4,37
A0437,2025-Q3,3,0
A0437,2025-Q4,4,37
A0437,2026-Q1,2,-14
A0438,2025-Q1,3,11
A0438,2025-Q2,3,12
A0438,2025-Q3,3,-7
A0438,2025-Q4,2,-37
A0439,2025-Q1,5,49
A0439,2025-Q2,4,54
A0439,2025-Q3,4,51
A0439,2025-Q4,4,27
A0439,2026-Q1,4,24
A0440,2025-Q1,3,-4
A0440,2025-Q2,4,20
A0440,2025-Q3,3,-2
A0440,2025-Q4,5,87
A0440,2026-Q1,2,-21
A0441,2025-Q1,3,18
A0441,2025-Q2,5,76
A0441,2025-Q3,3,21
A0441,2025-Q4,5,75
A0441,2026-Q1,3,13
A0442,2025-Q1,3,13
A0442,2025-Q2,3,8
A0442,2025-Q3,4,39
A0442,2025-Q4,3,-22
A0442,2026-Q1,3,-9
A0443,2025-Q1,3,1
A0443,2025-Q2,5,60
A0443,2025-Q3,3,10
A0443,2025-Q4,4,56
A0443,2026-Q1,5,76
A0444,2025-Q1,4,15
A0444,2025-Q2,3,-3
A0444,2025-Q3,4,49
A0444,2025-Q4,3,21
A0444,2026-Q1,4,45
A0445,2025-Q1,4,15
A0445,2025-Q2,3,-11
A0445,2025-Q3,3,-14
A0445,2025-Q4,4,15
A0445,2026-Q1,3,15
A0446,2025-Q1,3,0
A0446,2025-Q2,3,13
A0446,2025-Q3,3,-7
A0446,2025-Q4,3,16
A0446,2026-Q1,3,21
A0447,2025-Q1,5,83
A0447,2025-Q2,4,41
A0447,2025-Q3,4,56
A0447,2025-Q4,3,-18
A0447,2026-Q1,5,88
A0448,2025-Q1,3,13
A0448,2025-Q2,4,25
A0448,2025-Q3,3,-14
A0448,2025-Q4,3,12
A0448,2026-Q1,4,34
A0449,2025-Q1,4,50
A0449,2025-Q2,4,26
A0449,2025-Q3,4,19
A0449,2025-Q4,2,-28
A0449,2026-Q1,4,36
A0450,2025-Q1,3,3
A0450,2025-Q2,3,-9
A0450,2025-Q3,5,58
A0450,2025-Q4,4,20
A0450,2026-Q1,4,17
A0451,2025-Q1,4,52
A0451,2025-Q2,5,90
A0451,2025-Q3,4,48
A0451,2025-Q4,4,33
A0451,2026-Q1,5,64
A0452,2025-Q1,5,53
A0452,2025-Q2,5,77
A0452,2025-Q3,5,76
A0452,2025-Q4,3,20
A0452,2026-Q1,4,22
A0453,2025-Q1,3,-5
A0453,2025-Q2,3,-16
A0453,2025-Q3,4,44
A0453,2025-Q4,3,-16
A0453,2026-Q1,4,34
A0454,2025-Q1,5,83
A0454,2025-Q2,3,21
A0454,2025-Q3,3,22
A0454,2025-Q4,4,52
A0454,2026-Q1,2,-34
A0455,2025-Q1,4,56
A0455,2025-Q2,4,37
A0455,2025-Q3,4,27
A0455,2025-Q4,2,-34
A0455,2026-Q1,4,54
A0456,2025-Q1,3,-21
A0456,2025-Q2,4,35
A0456,2025-Q3,3,0
A0456,2025-Q4,4,19
A0456,2026-Q1,2,-25
A0457,2025-Q1,2,-33
A0457,2025-Q2,4,20
A0457,2025-Q3,3,-21
A0457,2025-Q4,4,48
A0457,2026-Q1,3,-2
A0458,2025-Q1,3,8
A0458,2025-Q2,3,17
A0458,2025-Q3,3,-18
A0458,2025-Q4,3,-3
A0458,2026-Q1,3,-17
A0459,2025-Q1,4,57
A0459,2025-Q2,3,4
A0459,2025-Q3,2,-16
A0459,2025-Q4,4,36
A0459,2026-Q1,3,-18
A0460,2025-Q1,2,-15
A0460,2025-Q2,4,19
A0460,2025-Q3,3,-22
A0460,2025-Q4,3,4
A0460,2026-Q1,4,43
A0461,2025-Q1,4,34
A0461,2025-Q2,3,22
A0461,2025-Q3,3,13
A0461,2025-Q4,2,-44
A0461,2026-Q1,3,-21
A0462,2025-Q1,4,49
A0462,2025-Q2,2,-26
A0462,2025-Q3,3,-15
A0462,2025-Q4,4,13
A0462,2026-Q1,4,26
A0463,2025-Q1,3,-8
A0463,2025-Q2,2,-21
A0463,2025-Q3,4,34
A0463,2025-Q4,3,5
A0463,2026-Q1,4,37
A0464,2025-Q1,5,81
A0464,2025-Q2,3,-17
A0464,2025-Q3,3,2
A0464,2025-Q4,4,35
A0464,2026-Q1,3,1
A0465,2025-Q1,4,57
A0465,2025-Q2,4,47
A0465,2025-Q3,3,9
A0465,2025-Q4,5,61
A0465,2026-Q1,4,51
A0466,2025-Q1,4,13
A0466,2025-Q2,4,52
A0466,2025-Q3,4,48
A0466,2025-Q4,4,39
A0466,2026-Q1,4,15
A0467,2025-Q1,2,-52
A0467,2025-Q2,2,-18
A0467,2025-Q3,4,52
A0467,2025-Q4,4,15
A0467,2026-Q1,4,15
A0468,2025-Q1,3,-11
A0468,2025-Q2,3,12
A0468,2025-Q3,4,40
A0468,2025-Q4,4,42
A0468,2026-Q1,4,43
A0469,2025-Q1,4,49
A0469,2025-Q2,4,19
A0469,2025-Q3,3,-15
A0469,2025-Q4,4,50
A0469,2026-Q1,3,-16
A0470,2025-Q1,4,45
A0470,2025-Q2,4,55
A0470,2025-Q3,4,34
A0470,2025-Q4,4,30
A0470,2026-Q1,4,51
A0471,2025-Q1,4,47
A0471,2025-Q2,4,55
A0471,2025-Q3,3,4
A0471,2025-Q4,3,-1
A0471,2026-Q1,4,27
A0472,2025-Q1,5,77
A0472,2025-Q2,4,47
A0472,2025-Q3,4,13
A0472,2025-Q4,3,-3
A0472,2026-Q1,4,54
A0473,2025-Q1,3,-9
A0473,2025-Q2,3,-17
A0473,2025-Q3,3,16
A0474,2025-Q1,3,5
A0474,2025-Q2,3,0
A0474,2025-Q3,3,-14
A0474,2025-Q4,3,-21
A0474,2026-Q1,3,-16
A0475,2025-Q1,4,20
A0475,2025-Q2,3,-21
A0475,2025-Q3,4,30
A0475,2025-Q4,3,22
A0475,2026-Q1,3,-1
A0476,2025-Q1,5,48
A0476,2025-Q2,4,45
A0476,2025-Q3,4,22
A0476,2025-Q4,4,40
A0476,2026-Q1,3,-20
A0477,2025-Q1,4,19
A0477,2025-Q2,4,25
A0477,2025-Q3,4,46
A0477,2025-Q4,4,21
A0477,2026-Q1,4,35
A0478,2025-Q1,4,48
A0478,2025-Q2,4,15
A0478,2025-Q3,4,29
A0478,2025-Q4,3,-17
A0478,2026-Q1,4,54
A0479,2025-Q1,4,17
A0479,2025-Q2,4,56
A0479,2025-Q3,4,55
A0479,2025-Q4,4,29
A0479,2026-Q1,4,47
A0480,2025-Q1,3,-16
A0480,2025-Q2,4,50
A0480,2025-Q3,4,19
A0480,2025-Q4,4,18
A0480,2026-Q1,4,55
A0481,2025-Q1,4,13
A0481,2025-Q2,4,56
A0481,2025-Q3,5,53
A0481,2025-Q4,3,-20
A0481,2026-Q1,4,37
A0482,2025-Q1,4,33
A0482,2025-Q2,3,3
A0482,2025-Q3,4,21
A0482,2025-Q4,3,2
A0482,2026-Q1,4,41
A0483,2025-Q1,3,19
A0483,2025-Q2,4,20
A0483,2025-Q3,5,54
A0483,2025-Q4,4,30
A0483,2026-Q1,3,3
A0484,2025-Q1,4,39
A0484,2025-Q2,4,32
A0484,2025-Q3,4,55
A0484,2025-Q4,4,21
A0484,2026-Q1,3,-11
A0485,2025-Q1,4,43
A0485,2025-Q2,3,10
A0485,2025-Q3,4,53
A0485,2025-Q4,4,47
A0485,2026-Q1,3,1
A0486,2025-Q1,4,15
A0486,2025-Q2,2,-41
A0486,2025-Q3,3,-4
A0487,2025-Q1,4,34
A0487,2025-Q2,3,-5
A0487,2025-Q3,3,6
A0487,2025-Q4,5,60
A0487,2026-Q1,4,33
A0488,2025-Q1,4,26
A0488,2025-Q2,3,8
A0488,2025-Q3,4,31
A0488,2025-Q4,4,57
A0488,2026-Q1,4,43
A0489,2025-Q1,4,17
A0489,2025-Q2,4,45
A0489,2025-Q3,3,14
A0489,2025-Q4,3,2
A0489,2026-Q1,3,13
A0490,2025-Q1,2,-15
A0490,2025-Q2,3,17
A0490,2025-Q3,4,29
A0490,2025-Q4,3,19
A0490,2026-Q1,3,-13
A0491,2025-Q1,3,15
A0491,2025-Q2,3,4
A0491,2025-Q3,4,47
A0491,2025-Q4,4,45
A0491,2026-Q1,3,-1
A0492,2025-Q1,4,30
A0492,2025-Q2,4,51
A0492,2025-Q3,5,60
A0492,2025-Q4,4,18
A0492,2026-Q1,4,29
A0493,2025-Q1,5,67
A0493,2025-Q2,3,13
A0493,2025-Q3,5,52
A0493,2025-Q4,4,21
A0493,2026-Q1,5,50
A0494,2025-Q1,3,15
A0494,2025-Q2,3,5
A0494,2025-Q3,4,27
A0494,2025-Q4,3,-1
A0494,2026-Q1,4,51
A0495,2025-Q1,4,47
A0495,2025-Q2,3,20
A0495,2025-Q3,3,12
A0495,2025-Q4,3,-18
A0495,2026-Q1,3,22
A0496,2025-Q1,4,49
A0496,2025-Q2,3,3
A0496,2025-Q3,5,62
A0496,2025-Q4,4,45
A0496,2026-Q1,4,31
A0497,2025-Q1,4,18
A0497,2025-Q2,3,-11
A0497,2025-Q3,4,29
A0497,2025-Q4,3,-12
A0497,2026-Q1,4,46
A0498,2025-Q1,4,31
A0498,2025-Q2,4,31
A0498,2025-Q3,3,-21
A0498,2025-Q4,3,-2
A0498,2026-Q1,3,-15
A0499,2025-Q1,4,41
A0499,2025-Q2,4,45
A0499,2025-Q3,2,-38
A0499,2025-Q4,3,19
A0499,2026-Q1,5,67
A0500,2025-Q1,4,30
A0500,2025-Q2,3,22
A0500,2025-Q3,4,42
A0500,2025-Q4,5,70
A0500,2026-Q1,4,54
A0501,2025-Q1,4,28
A0501,2025-Q2,5,82
A0501,2025-Q3,4,27
A0501,2025-Q4,2,-24
A0501,2026-Q1,4,18
A0502,2025-Q1,4,21
A0502,2025-Q2,3,13
A0502,2025-Q3,3,0
A0502,2025-Q4,4,19
A0502,2026-Q1,3,-7
A0503,2025-Q1,3,6
A0503,2025-Q2,4,30
A0504,2025-Q1,4,41
A0504,2025-Q2,3,12
A0504,2025-Q3,3,-20
A0504,2025-Q4,4,54
A0504,2026-Q1,2,-38
A0505,2025-Q1,3,-2
A0505,2025-Q2,4,20
A0505,2025-Q3,4,37
A0505,2025-Q4,3,4
A0505,2026-Q1,3,-18
A0506,2025-Q1,3,3
A0506,2025-Q2,3,3
A0506,2025-Q3,3,-9
A0506,2025-Q4,3,7
A0506,2026-Q1,3,-6
A0507,2025-Q1,3,1
A0507,2025-Q2,3,-6
A0507,2025-Q3,3,-17
A0507,2025-Q4,4,50
A0507,2026-Q1,4,34
A0508,2025-Q1,4,43
A0508,2025-Q2,5,50
A0508,2025-Q3,3,-11
A0508,2025-Q4,4,37
A0508,2026-Q1,4,20
A0509,2025-Q1,4,36
A0509,2025-Q2,2,-29
A0509,2025-Q3,4,25
A0509,2025-Q4,3,5
A0509,2026-Q1,3,12
A0510,2025-Q1,4,27
A0510,2025-Q2,3,9
A0510,2025-Q3,2,-47
A0510,2025-Q4,5,74
A0510,2026-Q1,4,18
A0511,2025-Q1,4,25
A0511,2025-Q2,4,28
A0511,2025-Q3,4,17
A0511,2025-Q4,4,42
A0511,2026-Q1,3,17
A0512,2025-Q1,4,25
A0512,2025-Q2,4,15
A0512,2025-Q3,5,57
A0512,2025-Q4,4,28
A0512,2026-Q1,4,49
A0513,2025-Q1,4,55
A0513,2025-Q2,5,63
A0513,2025-Q3,5,68
A0513,2025-Q4,4,22
A0513,2026-Q1,3,-9
A0514,2025-Q1,5,91
A0514,2025-Q2,4,49
A0514,2025-Q3,4,33
A0514,2025-Q4,4,44
A0514,2026-Q1,3,-21
A0515,2025-Q1,3,-21
A0515,2025-Q2,4,37
A0515,2025-Q3,3,20
A0515,2025-Q4,3,-9
A0515,2026-Q1,3,22
A0516,2025-Q1,3,22
A0516,2025-Q2,4,17
A0516,2025-Q3,3,22
A0516,2025-Q4,3,-8
A0516,2026-Q1,4,45
A0517,2025-Q1,4,54
A0517,2025-Q2,4,53
A0517,2025-Q3,2,-19
A0517,2025-Q4,4,35
A0517,2026-Q1,3,-9
A0518,2025-Q1,5,92
A0518,2025-Q2,4,34
A0518,2025-Q3,4,17
A0518,2025-Q4,4,31
A0518,2026-Q1,3,17
A0519,2025-Q1,4,47
A0519,2025-Q2,3,-15
A0519,2025-Q3,4,49
A0519,2025-Q4,4,28
A0519,2026-Q1,3,-13
A0520,2025-Q1,4,48
A0520,2025-Q2,3,-10
A0520,2025-Q3,4,55
A0520,2025-Q4,4,26
A0520,2026-Q1,3,-11
A0521,2025-Q1,4,17
A0521,2025-Q2,4,49
A0521,2025-Q3,3,-6
A0521,2025-Q4,5,80
A0521,2026-Q1,4,50
A0522,2025-Q1,3,9
A0522,2025-Q2,3,15
A0522,2025-Q3,4,28
A0522,2025-Q4,3,-18
A0522,2026-Q1,3,20
A0523,2025-Q1,3,7
A0523,2025-Q2,2,-52
A0523,2025-Q3,4,50
A0523,2025-Q4,4,49
A0523,2026-Q1,4,55
A0524,2025-Q1,4,24
A0524,2025-Q2,4,44
A0524,2025-Q3,4,28
A0524,2025-Q4,3,22
A0524,2026-Q1,3,-8
A0525,2025-Q1,4,19
A0525,2025-Q2,4,15
A0525,2025-Q3,3,-22
A0525,2025-Q4,4,24
A0525,2026-Q1,4,17
A0526,2025-Q1,5,92
A0526,2025-Q2,3,17
A0526,2025-Q3,4,39
A0526,2025-Q4,2,-50
A0526,2026-Q1,4,31
A0527,2025-Q1,5,49
A0527,2025-Q2,2,-24
A0527,2025-Q3,4,49
A0527,2025-Q4,4,40
A0527,2026-Q1,3,18
A0528,2025-Q1,4,45
A0528,2025-Q2,5,66
A0528,2025-Q3,3,-6
A0528,2025-Q4,5,74
A0528,2026-Q1,4,39
A0529,2025-Q1,2,-34
A0529,2025-Q2,4,17
A0529,2025-Q3,4,20
A0529,2025-Q4,2,-36
A0529,2026-Q1,3,-16
A0530,2025-Q1,4,50
A0530,2025-Q2,2,-54
A0530,2025-Q3,5,73
A0530,2025-Q4,2,-53
A0530,2026-Q1,3,-15
A0531,2025-Q1,3,-14
A0531,2025-Q2,4,46
A0531,2025-Q3,3,20
A0531,2025-Q4,5,66
A0531,2026-Q1,3,20
A0532,2025-Q1,3,-11
A0532,2025-Q2,4,53
A0532,2025-Q3,3,18
A0532,2025-Q4,4,40
A0532,2026-Q1,4,36
A0533,2025-Q1,3,8
A0533,2025-Q2,4,25
A0533,2025-Q3,2,-42
A0533,2025-Q4,4,51
A0533,2026-Q1,4,33
A0534,2025-Q1,4,18
A0534,2025-Q2,4,30
A0534,2025-Q3,4,51
A0534,2025-Q4,4,36
A0534,2026-Q1,3,22
A0535,2025-Q1,4,45
A0535,2025-Q2,3,-2
A0535,2025-Q3,3,-14
A0535,2025-Q4,5,80
A0535,2026-Q1,4,41
A0536,2025-Q1,4,51
A0536,2025-Q2,3,17
A0536,2025-Q3,4,46
A0536,2025-Q4,2,-25
A0536,2026-Q1,2,-32
A0537,2025-Q1,4,52
A0537,2025-Q2,3,20
A0537,2025-Q3,4,17
A0537,2025-Q4,3,0
A0537,2026-Q1,5,89
A0538,2025-Q1,4,28
A0538,2025-Q2,3,-22
A0538,2025-Q3,3,9
A0538,2025-Q4,3,15
A0538,2026-Q1,2,-44
A0539,2025-Q1,4,25
A0539,2025-Q2,3,-9
A0539,2025-Q3,4,55
A0539,2025-Q4,4,41
A0539,2026-Q1,4,35
A0540,2025-Q1,4,22
A0540,2025-Q2,4,35
A0540,2025-Q3,5,53
A0540,2025-Q4,4,37
A0540,2026-Q1,4,18
A0541,2025-Q1,3,0
A0541,2025-Q2,2,-28
A0542,2025-Q1,3,10
A0542,2025-Q2,5,58
A0542,2025-Q3,5,62
A0542,2025-Q4,3,7
A0542,2026-Q1,3,-14
A0543,2025-Q1,2,-39
A0543,2025-Q2,3,8
A0543,2025-Q3,5,81
A0543,2025-Q4,3,-17
A0543,2026-Q1,4,17
A0544,2025-Q1,3,4
A0544,2025-Q2,2,-30
A0545,2025-Q1,4,26
A0545,2025-Q2,3,-21
A0545,2025-Q3,5,64
A0545,2025-Q4,4,31
A0545,2026-Q1,5,85
A0546,2025-Q1,4,16
A0546,2025-Q2,4,28
A0546,2025-Q3,3,-1
A0546,2025-Q4,5,73
A0546,2026-Q1,3,10
A0547,2025-Q1,4,19
A0547,2025-Q2,3,9
A0547,2025-Q3,5,59
A0547,2025-Q4,3,16
A0547,2026-Q1,3,-22
A0548,2025-Q1,3,-14
A0548,2025-Q2,3,20
A0548,2025-Q3,3,-15
A0548,2025-Q4,4,20
A0548,2026-Q1,3,-11
A0549,2025-Q1,3,0
A0549,2025-Q2,4,45
A0549,2025-Q3,4,30
A0549,2025-Q4,3,-8
A0549,2026-Q1,4,52
A0550,2025-Q1,4,47
A0550,2025-Q2,5,64
A0550,2025-Q3,3,-2
A0550,2025-Q4,4,15
A0550,2026-Q1,3,-20
A0551,2025-Q1,4,29
A0551,2025-Q2,3,-9
A0551,2025-Q3,5,54
A0551,2025-Q4,5,84
A0551,2026-Q1,4,39
A0552,2025-Q1,4,34
A0552,2025-Q2,4,19
A0552,2025-Q3,4,50
A0553,2025-Q1,3,-8
A0553,2025-Q2,4,57
A0553,2025-Q3,5,91
A0553,2025-Q4,3,19
A0553,2026-Q1,4,21
A0554,2025-Q1,4,43
A0554,2025-Q2,2,-32
A0554,2025-Q3,4,23
A0554,2025-Q4,4,57
A0554,2026-Q1,4,57
A0555,2025-Q1,3,-19
A0555,2025-Q2,3,18
A0555,2025-Q3,4,21
A0555,2025-Q4,3,-11
A0555,2026-Q1,5,88
A0556,2025-Q1,4,24
A0556,2025-Q2,4,18
A0556,2025-Q3,3,-9
A0556,2025-Q4,3,-16
A0556,2026-Q1,4,19
A0557,2025-Q1,4,16
A0557,2025-Q2,4,49
A0557,2025-Q3,3,-18
A0557,2025-Q4,5,82
A0557,2026-Q1,3,-21
A0558,2025-Q1,4,45
A0558,2025-Q2,4,44
A0558,2025-Q3,3,-17
A0558,2025-Q4,3,-15
A0558,2026-Q1,4,35
A0559,2025-Q1,3,0
A0559,2025-Q2,4,28
A0559,2025-Q3,3,22
A0559,2025-Q4,3,11
A0559,2026-Q1,3,6
A0560,2025-Q1,3,2
A0560,2025-Q2,3,17
A0560,2025-Q3,3,16
A0560,2025-Q4,4,50
A0560,2026-Q1,4,37
A0561,2025-Q1,3,20
A0561,2025-Q2,3,-14
A0561,2025-Q3,3,-18
A0561,2025-Q4,5,92
A0561,2026-Q1,3,22
A0562,2025-Q1,4,55
A0562,2025-Q2,4,20
A0562,2025-Q3,4,23
A0562,2025-Q4,4,56
A0562,2026-Q1,4,23
A0563,2025-Q1,3,-10
A0563,2025-Q2,3,-20
A0563,2025-Q3,3,-13
A0563,2025-Q4,3,5
A0563,2026-Q1,3,-19
A0564,2025-Q1,3,-14
A0564,2025-Q2,5,61
A0564,2025-Q3,3,-21
