ticket_id,priority,product,region,resolution_hours
T004576,P3,Core Suite,AMER,42
T004577,P3,Automation Edge,APAC,21.1
T004578,P1,Automation Edge,AMER,5.5
T004579,P2,Automation Edge,EMEA,16.1
T004580,P3,Automation Edge,EMEA,32.9
T004581,P2,Analytics Pro,AMER,13.3
T004582,P2,Core Suite,AMER,19.5
T004583,P2,Analytics Pro,APAC,23.6
T004584,P2,Core Suite,AMER,26.9
T004585,P3,Core Suite,AMER,36.2
T004586,P3,Analytics Pro,AMER,52.1
T004587,P2,Automation Edge,AMER,21.5
T004588,P3,Core Suite,AMER,48.7
T004589,P3,Core Suite,AMER,39.3
T004590,P3,Analytics Pro,AMER,38.3
T004591,P3,Core Suite,AMER,27.3
T004592,P3,Automation Edge,EMEA,20.2
T004593,P2,Analytics Pro,EMEA,26
T004594,P3,Analytics Pro,APAC,48.2
T004595,P3,Analytics Pro,EMEA,44.5
T004596,P1,Analytics Pro,APAC,7.4
T004597,P3,Analytics Pro,EMEA,26.9
T004598,P3,Core Suite,AMER,49.5
T004599,P3,Analytics Pro,EMEA,42.6
T004600,P2,Core Suite,AMER,24.6
T004601,P2,Analytics Pro,EMEA,14.6
T004602,P2,Analytics Pro,AMER,26.4
T004603,P3,Core Suite,AMER,36.6
T004604,P3,Core Suite,EMEA,49
T004605,P3,Analytics Pro,AMER,46.3
T004606,P3,Core Suite,AMER,34.8
T004607,P3,Automation Edge,AMER,24.7
T004608,P1,Automation Edge,EMEA,4.1
T004609,P3,Analytics Pro,AMER,24.7
T004610,P2,Core Suite,EMEA,15.1
T004611,P3,Automation Edge,EMEA,27.5
T004612,P3,Core Suite,EMEA,50.5
T004613,P3,Core Suite,EMEA,32.8
T004614,P3,Automation Edge,APAC,25.3
T004615,P2,Analytics Pro,EMEA,21.2
T004616,P3,Core Suite,APAC,25.2
T004617,P3,Core Suite,APAC,52.4
T004618,P3,Automation Edge,APAC,53.2
T004619,P3,Core Suite,APAC,40.6
T004620,P2,Core Suite,EMEA,14.5
T004621,P3,Automation Edge,AMER,35.2
T004622,P3,Automation Edge,APAC,52.1
T004623,P3,Core Suite,AMER,50.4
T004624,P3,Analytics Pro,AMER,40.6
T004625,P2,Core Suite,AMER,13.8
T004626,P3,Analytics Pro,AMER,51.7
T004627,P2,Automation Edge,AMER,16.8
T004628,P3,Analytics Pro,EMEA,43.5
T004629,P3,Automation Edge,AMER,27.7
T004630,P2,Core Suite,AMER,9.9
T004631,P2,Automation Edge,APAC,25.8
T004632,P3,Core Suite,APAC,38.2
T004633,P2,Automation Edge,APAC,26.5
T004634,P2,Automation Edge,EMEA,20.5
T004635,P2,Analytics Pro,AMER,24
T004636,P2,Core Suite,EMEA,25.4
T004637,P2,Core Suite,EMEA,9.5
T004638,P2,Core Suite,APAC,13.9
T004639,P2,Analytics Pro,EMEA,21.7
T004640,P3,Automation Edge,AMER,49.4
T004641,P2,Automation Edge,AMER,26.7
T004642,P2,Analytics Pro,AMER,20.2
T004643,P3,Automation Edge,APAC,40.8
T004644,P2,Analytics Pro,EMEA,19.3
T004645,P2,Core Suite,AMER,17.8
T004646,P2,Core Suite,APAC,25.7
T004647,P2,Automation Edge,APAC,23.4
T004648,P2,Core Suite,APAC,23.6
T004649,P2,Analytics Pro,AMER,15.9
T004650,P3,Automation Edge,APAC,42.6
T004651,P1,Core Suite,APAC,5.9
T004652,P3,Core Suite,EMEA,23.5
T004653,P2,Core Suite,AMER,19.4
T004654,P2,Automation Edge,AMER,15.3
T004655,P2,Analytics Pro,AMER,18.2
T004656,P3,Core Suite,AMER,19.3
T004657,P3,Analytics Pro,AMER,38.8
T004658,P2,Core Suite,AMER,24.4
T004659,P2,Core Suite,APAC,15.4
T004660,P2,Core Suite,AMER,20.5
T004661,P3,Analytics Pro,APAC,48.4
T004662,P3,Core Suite,EMEA,25.3
T004663,P2,Analytics Pro,EMEA,19.9
T004664,P3,Analytics Pro,AMER,35.6
T004665,P3,Analytics Pro,AMER,22.9
T004666,P2,Analytics Pro,APAC,19
T004667,P3,Analytics Pro,AMER,25.4
T004668,P3,Analytics Pro,APAC,40.4
T004669,P3,Core Suite,EMEA,27.5
T004670,P2,Analytics Pro,EMEA,15.5
T004671,P3,Analytics Pro,EMEA,27.1
T004672,P3,Core Suite,AMER,19.9
T004673,P2,Analytics Pro,AMER,15.9
T004674,P3,Core Suite,EMEA,44.9
T004675,P3,Analytics Pro,AMER,47.1
T004676,P3,Analytics Pro,AMER,19.8
T004677,P3,Automation Edge,AMER,21.2
T004678,P1,Core Suite,AMER,7.7
T004679,P1,Core Suite,AMER,3.6
T004680,P2,Core Suite,AMER,9.7
T004681,P2,Core Suite,AMER,9.6
T004682,P3,Core Suite,APAC,50.1
T004683,P3,Automation Edge,EMEA,23.3
T004684,P3,Core Suite,EMEA,29.9
T004685,P3,Analytics Pro,AMER,28.9
T004686,P2,Core Suite,AMER,9.2
T004687,P3,Analytics Pro,APAC,44.1
T004688,P3,Core Suite,AMER,36.6
T004689,P2,Analytics Pro,AMER,15.9
T004690,P3,Core Suite,EMEA,35.1
T004691,P1,Automation Edge,APAC,7.5
T004692,P3,Core Suite,APAC,21
T004693,P3,Core Suite,AMER,40.5
T004694,P3,Automation Edge,AMER,28.1
T004695,P3,Analytics Pro,APAC,21
T004696,P2,Analytics Pro,APAC,18
T004697,P3,Automation Edge,AMER,48.1
T004698,P3,Analytics Pro,APAC,41.6
T004699,P3,Automation Edge,APAC,32
T004700,P2,Analytics Pro,AMER,17.7
T004701,P1,Analytics Pro,AMER,5.4
T004702,P2,Core Suite,EMEA,10.1
T004703,P2,Analytics Pro,EMEA,23.8
T004704,P3,Analytics Pro,AMER,48.8
T004705,P3,Core Suite,APAC,34
T004706,P3,Automation Edge,APAC,35.2
T004707,P3,Automation Edge,EMEA,53.1
T004708,P1,Analytics Pro,AMER,8.4
T004709,P3,Analytics Pro,APAC,37
T004710,P3,Core Suite,AMER,24.5
T004711,P2,Automation Edge,APAC,26.2
T004712,P3,Core Suite,AMER,47.4
T004713,P3,Core Suite,AMER,24.4
T004714,P3,Analytics Pro,EMEA,55.2
T004715,P3,Automation Edge,EMEA,52.9
T004716,P1,Core Suite,EMEA,8.3
T004717,P2,Core Suite,AMER,20.2
T004718,P3,Analytics Pro,APAC,43.6
T004719,P3,Analytics Pro,APAC,26.3
T004720,P3,Core Suite,APAC,31.4
T004721,P3,Automation Edge,APAC,23.5
T004722,P3,Core Suite,AMER,42
T004723,P3,Automation Edge,AMER,23.8
T004724,P3,Automation Edge,APAC,39.5
T004725,P3,Analytics Pro,EMEA,29.3
T004726,P2,Analytics Pro,AMER,21.2
T004727,P2,Automation Edge,AMER,24
T004728,P3,Core Suite,EMEA,52.2
T004729,P2,Automation Edge,AMER,18
T004730,P2,Core Suite,EMEA,18.8
T004731,P2,Core Suite,EMEA,20.6
T004732,P3,Analytics Pro,AMER,42
T004733,P1,Automation Edge,APAC,4.9
T004734,P2,Core Suite,EMEA,10.7
T004735,P1,Automation Edge,AMER,8.1
T004736,P3,Analytics Pro,APAC,25.6
T004737,P2,Analytics Pro,APAC,13.2
T004738,P3,Core Suite,APAC,50.1
T004739,P2,Automation Edge,AMER,17.1
T004740,P2,Core Suite,EMEA,19.2
T004741,P3,Core Suite,EMEA,23.2
T004742,P1,Automation Edge,EMEA,4.8
T004743,P3,Core Suite,EMEA,31.4
T004744,P3,Analytics Pro,AMER,53.3
T004745,P3,Analytics Pro,AMER,42.1
T004746,P3,Analytics Pro,EMEA,23
T004747,P2,Analytics Pro,APAC,16.7
T004748,P2,Analytics Pro,AMER,11
T004749,P3,Analytics Pro,APAC,48
T004750,P2,Automation Edge,AMER,12.8
T004751,P3,Analytics Pro,AMER,27.4
T004752,P3,Analytics Pro,AMER,27.4
T004753,P2,Analytics Pro,AMER,25.2
T004754,P2,Core Suite,AMER,20.3
T004755,P3,Automation Edge,EMEA,31.2
T004756,P3,Analytics Pro,APAC,46.3
T004757,P2,Core Suite,AMER,24.8
T004758,P2,Core Suite,AMER,15
T004759,P1,Automation Edge,AMER,4.1
T004760,P2,Core Suite,EMEA,19.3
T004761,P2,Analytics Pro,AMER,18.6
T004762,P2,Analytics Pro,AMER,24.1
T004763,P3,Core Suite,EMEA,30.3
T004764,P3,Analytics Pro,EMEA,19.3
T004765,P2,Core Suite,AMER,14
T004766,P3,Analytics Pro,APAC,29.6
T004767,P3,Analytics Pro,AMER,52.1
T004768,P3,Core Suite,AMER,45.4
T004769,P3,Analytics Pro,AMER,24.9
T004770,P3,Analytics Pro,AMER,50.3
T004771,P3,Automation Edge,AMER,23
T004772,P2,Analytics Pro,EMEA,21.4
T004773,P3,Core Suite,AMER,34.1
T004774,P1,Core Suite,AMER,4
T004775,P2,Core Suite,AMER,14.7
T004776,P3,Analytics Pro,APAC,23.6
T004777,P2,Analytics Pro,AMER,24.9
T004778,P3,Core Suite,EMEA,22.3
T004779,P3,Analytics Pro,AMER,25.4
T004780,P1,Analytics Pro,EMEA,3.3
T004781,P3,Automation Edge,EMEA,34.2
T004782,P3,Analytics Pro,EMEA,38.3
T004783,P3,Analytics Pro,APAC,27.5
T004784,P2,Core Suite,AMER,16.6
T004785,P3,Analytics Pro,APAC,20.6
T004786,P3,Analytics Pro,AMER,20.2
T004787,P3,Core Suite,AMER,46.5
T004788,P2,Core Suite,APAC,19.1
T004789,P2,Core Suite,EMEA,22.7
T004790,P3,Core Suite,AMER,25.8
T004791,P2,Analytics Pro,AMER,18.5
T004792,P2,Core Suite,AMER,26.3
T004793,P3,Automation Edge,EMEA,24.8
T004794,P2,Analytics Pro,EMEA,17.6
T004795,P3,Automation Edge,AMER,36.7
T004796,P3,Core Suite,APAC,27.5
T004797,P3,Core Suite,AMER,50
T004798,P2,Automation Edge,AMER,22.6
T004799,P3,Core Suite,AMER,29.8
T004800,P2,Analytics Pro,AMER,22.2
T004801,P3,Core Suite,AMER,30.6
T004802,P2,Core Suite,EMEA,21.1
T004803,P3,Analytics Pro,AMER,50.7
T004804,P3,Analytics Pro,EMEA,44.6
T004805,P3,Automation Edge,AMER,50.3
T004806,P2,Core Suite,APAC,14.1
T004807,P3,Analytics Pro,AMER,40.5
T004808,P1,Automation Edge,AMER,8.7
T004809,P1,Core Suite,APAC,4.4
T004810,P3,Core Suite,EMEA,43.7
T004811,P2,Automation Edge,AMER,23.6
T004812,P3,Analytics Pro,AMER,18.4
T004813,P3,Core Suite,AMER,19.4
T004814,P3,Core Suite,EMEA,42.4
T004815,P3,Automation Edge,EMEA,21.9
T004816,P3,Analytics Pro,EMEA,31.3
T004817,P2,Automation Edge,AMER,21.1
T004818,P2,Analytics Pro,AMER,23.6
T004819,P3,Automation Edge,AMER,51.2
T004820,P2,Automation Edge,AMER,10.2
T004821,P3,Analytics Pro,AMER,37.4
T004822,P2,Analytics Pro,EMEA,10.1
T004823,P1,Automation Edge,AMER,8.2
T004824,P3,Analytics Pro,EMEA,55.1
T004825,P3,Automation Edge,EMEA,51.7
T004826,P3,Automation Edge,AMER,51.4
T004827,P3,Core Suite,EMEA,55.4
T004828,P3,Automation Edge,AMER,50.8
T004829,P3,Analytics Pro,EMEA,28.9
T004830,P2,Core Suite,EMEA,11.9
T004831,P3,Core Suite,AMER,42.4
T004832,P3,Analytics Pro,EMEA,53.3
T004833,P3,Core Suite,EMEA,36.7
T004834,P2,Analytics Pro,APAC,26.8
T004835,P3,Core Suite,AMER,31.9
T004836,P3,Automation Edge,AMER,40.7
T004837,P3,Automation Edge,EMEA,50.9
T004838,P3,Core Suite,EMEA,33.6
T004839,P3,Analytics Pro,AMER,35
T004840,P3,Automation Edge,APAC,52.7
T004841,P3,Core Suite,APAC,43.2
T004842,P3,Core Suite,EMEA,23.7
T004843,P3,Analytics Pro,AMER,38.6
T004844,P1,Automation Edge,AMER,3.4
T004845,P2,Automation Edge,APAC,18.5
T004846,P3,Analytics Pro,AMER,40
T004847,P3,Core Suite,EMEA,30.6
T004848,P2,Automation Edge,AMER,18.1
T004849,P3,Analytics Pro,APAC,30
T004850,P3,Core Suite,EMEA,41.1
T004851,P1,Automation Edge,AMER,6.8
T004852,P3,Core Suite,AMER,18.6
T004853,P2,Analytics Pro,EMEA,17.4
T004854,P2,Analytics Pro,AMER,12.6
T004855,P2,Core Suite,AMER,18.8
T004856,P2,Analytics Pro,APAC,25.7
T004857,P3,Core Suite,AMER,22.8
T004858,P3,Automation Edge,EMEA,53.3
T004859,P2,Automation Edge,EMEA,14.2
T004860,P3,Automation Edge,AMER,22
T004861,P2,Analytics Pro,EMEA,22.8
T004862,P3,Analytics Pro,AMER,41.3
T004863,P3,Analytics Pro,EMEA,40.4
T004864,P3,Core Suite,EMEA,22.3
T004865,P3,Core Suite,EMEA,40.8
T004866,P2,Core Suite,AMER,10.3
T004867,P2,Analytics Pro,AMER,15.4
T004868,P2,Analytics Pro,EMEA,21.6
T004869,P3,Core Suite,AMER,26.1
T004870,P2,Automation Edge,EMEA,24.6
T004871,P2,Automation Edge,AMER,12.3
T004872,P2,Automation Edge,AMER,10.8
T004873,P3,Core Suite,AMER,48.4
T004874,P3,Analytics Pro,AMER,21.9
T004875,P2,Core Suite,AMER,21.9
T004876,P2,Analytics Pro,EMEA,10.1
T004877,P1,Core Suite,AMER,8.3
T004878,P3,Automation Edge,EMEA,56.3
T004879,P3,Core Suite,AMER,40.2
T004880,P3,Core Suite,AMER,43.3
T004881,P2,Analytics Pro,EMEA,24.3
T004882,P3,Core Suite,AMER,47.6
T004883,P2,Analytics Pro,APAC,22.2
T004884,P3,Automation Edge,AMER,32.9
T004885,P2,Core Suite,AMER,12.4
T004886,P3,Automation Edge,APAC,32.7
T004887,P3,Analytics Pro,APAC,22.3
T004888,P2,Core Suite,EMEA,12.7
T004889,P2,Automation Edge,AMER,25.5
T004890,P1,Analytics Pro,AMER,8.2
T004891,P3,Analytics Pro,EMEA,34.5
T004892,P3,Core Suite,EMEA,34.6
T004893,P3,Analytics Pro,AMER,18.4
T004894,P3,Core Suite,AMER,22.7
T004895,P3,Analytics Pro,AMER,45.9
T004896,P3,Analytics Pro,AMER,49.4
T004897,P3,Core Suite,APAC,52.6
T004898,P3,Core Suite,AMER,35.7
T004899,P3,Core Suite,EMEA,36.4
T004900,P2,Analytics Pro,EMEA,12.5
T004901,P3,Core Suite,EMEA,48.7
T004902,P2,Core Suite,AMER,20.7
T004903,P2,Analytics Pro,AMER,13.4
T004904,P1,Automation Edge,AMER,4.9
T004905,P2,Automation Edge,AMER,12.9
T004906,P2,Core Suite,APAC,25.6
T004907,P3,Automation Edge,AMER,21.8
T004908,P3,Analytics Pro,EMEA,47.7
T004909,P3,Analytics Pro,EMEA,38.7
T004910,P3,Automation Edge,AMER,20.3
T004911,P2,Analytics Pro,AMER,24.7
T004912,P2,Analytics Pro,AMER,11.5
T004913,P3,Automation Edge,AMER,45.2
T004914,P2,Analytics Pro,AMER,10.7
T004915,P3,Core Suite,AMER,45.1
T004916,P3,Analytics Pro,AMER,48.1
T004917,P2,Automation Edge,AMER,11
T004918,P3,Analytics Pro,APAC,44
T004919,P3,Analytics Pro,AMER,18.7
T004920,P3,Analytics Pro,AMER,20.6
T004921,P2,Core Suite,EMEA,9.5
T004922,P2,Automation Edge,AMER,20.1
T004923,P3,Analytics Pro,AMER,29.3
T004924,P1,Automation Edge,AMER,8.6
T004925,P2,Analytics Pro,AMER,9.3
T004926,P2,Automation Edge,AMER,26.3
T004927,P2,Core Suite,APAC,25.9
T004928,P3,Analytics Pro,AMER,26.9
T004929,P2,Core Suite,AMER,18.4
T004930,P3,Analytics Pro,APAC,49.1
T004931,P2,Analytics Pro,AMER,25
T004932,P2,Analytics Pro,EMEA,17.5
T004933,P3,Core Suite,EMEA,41.4
T004934,P3,Analytics Pro,APAC,41.6
T004935,P3,Core Suite,EMEA,55.3
T004936,P1,Core Suite,AMER,3.9
T004937,P1,Core Suite,AMER,3.2
T004938,P3,Analytics Pro,EMEA,29.4
T004939,P2,Analytics Pro,AMER,19.6
T004940,P2,Analytics Pro,APAC,20.4
T004941,P2,Analytics Pro,EMEA,17.8
T004942,P3,Automation Edge,EMEA,54.8
T004943,P2,Core Suite,APAC,26.7
T004944,P2,Core Suite,EMEA,14.6
T004945,P3,Core Suite,EMEA,47.9
T004946,P2,Automation Edge,AMER,16.9
T004947,P2,Core Suite,AMER,17.5
T004948,P3,Automation Edge,EMEA,33.2
T004949,P3,Automation Edge,APAC,32.5
T004950,P3,Analytics Pro,AMER,51
T004951,P2,Core Suite,AMER,16.4
T004952,P2,Analytics Pro,AMER,25.3
T004953,P3,Automation Edge,AMER,52.4
T004954,P2,Core Suite,APAC,22.2
T004955,P2,Core Suite,AMER,13.9
T004956,P3,Analytics Pro,AMER,28.7
T004957,P3,Core Suite,AMER,19.5
T004958,P3,Automation Edge,AMER,48.6
T004959,P3,Automation Edge,APAC,25.9
T004960,P1,Automation Edge,EMEA,7.6
T004961,P3,Analytics Pro,AMER,50.3
T004962,P3,Core Suite,AMER,19.7
T004963,P3,Core Suite,AMER,18.1
T004964,P3,Core Suite,EMEA,41.8
T004965,P3,Automation Edge,AMER,24.9
T004966,P2,Analytics Pro,EMEA,11.3
T004967,P2,Analytics Pro,AMER,19.7
T004968,P3,Automation Edge,APAC,30.2
T004969,P3,Analytics Pro,AMER,49.7
T004970,P3,Core Suite,AMER,36.9
T004971,P2,Analytics Pro,EMEA,21.7
T004972,P2,Core Suite,AMER,9.4
T004973,P1,Core Suite,EMEA,5.1
T004974,P3,Analytics Pro,EMEA,48.9
T004975,P3,Analytics Pro,AMER,34.4
T004976,P2,Core Suite,AMER,14.4
T004977,P3,Automation Edge,APAC,39.6
T004978,P2,Core Suite,APAC,10.6
T004979,P2,Automation Edge,EMEA,14.9
T004980,P3,Analytics Pro,EMEA,36.4
T004981,P2,Core Suite,APAC,23.9
T004982,P3,Analytics Pro,AMER,19.3
T004983,P3,Analytics Pro,AMER,47.9
T004984,P2,Core Suite,APAC,22.5
T004985,P2,Analytics Pro,EMEA,19.8
T004986,P3,Automation Edge,AMER,51.2
T004987,P3,Analytics Pro,APAC,31.3
T004988,P2,Automation Edge,AMER,17.3
T004989,P1,Automation Edge,APAC,9
T004990,P3,Core Suite,EMEA,30.8
T004991,P2,Core Suite,AMER,23.2
T004992,P3,Core Suite,EMEA,39.2
T004993,P2,Core Suite,AMER,14.8
T004994,P3,Analytics Pro,AMER,21.6
T004995,P2,Core Suite,APAC,23.4
T004996,P3,Analytics Pro,EMEA,44.8
T004997,P3,Core Suite,EMEA,31.4
T004998,P2,Core Suite,AMER,22.9
T004999,P2,Analytics Pro,EMEA,13.7
T005000,P3,Analytics Pro,EMEA,48.1
T005001,P2,Core Suite,APAC,9.7
T005002,P3,Core Suite,AMER,34.4
T005003,P1,Core Suite,AMER,3.3
T005004,P3,Automation Edge,APAC,21.8
T005005,P3,Analytics Pro,EMEA,31.4
T005006,P3,Analytics Pro,EMEA,50.8
T005007,P3,Core Suite,AMER,36.7
T005008,P3,Analytics Pro,EMEA,46.5
T005009,P3,Analytics Pro,AMER,27.9
T005010,P3,Automation Edge,AMER,28.9
T005011,P2,Core Suite,AMER,17
T005012,P3,Core Suite,EMEA,31.8
T005013,P3,Automation Edge,AMER,29
T005014,P3,Analytics Pro,EMEA,28.8
T005015,P3,Analytics Pro,AMER,39
T005016,P3,Analytics Pro,EMEA,42.1
T005017,P3,Analytics Pro,EMEA,30.4
T005018,P3,Core Suite,EMEA,25.8
T005019,P3,Analytics Pro,EMEA,50.4
T005020,P2,Automation Edge,AMER,22.4
T005021,P3,Analytics Pro,EMEA,20
T005022,P3,Analytics Pro,EMEA,50.7
T005023,P3,Automation Edge,APAC,23.4
T005024,P3,Analytics Pro,AMER,23.2
T005025,P3,Analytics Pro,APAC,30.8
T005026,P3,Analytics Pro,EMEA,49.2
T005027,P1,Automation Edge,AMER,6.1
T005028,P3,Analytics Pro,AMER,46
T005029,P2,Core Suite,AMER,19.6
T005030,P3,Core Suite,AMER,31.1
T005031,P3,Analytics Pro,EMEA,27
T005032,P2,Automation Edge,AMER,21.1
T005033,P3,Core Suite,AMER,37.2
T005034,P3,Core Suite,EMEA,52.1
T005035,P1,Core Suite,AMER,4.2
T005036,P2,Automation Edge,EMEA,12.9
T005037,P2,Core Suite,APAC,12.4
T005038,P2,Analytics Pro,AMER,11.1
T005039,P2,Analytics Pro,AMER,24.6
T005040,P2,Core Suite,AMER,12.9
T005041,P2,Analytics Pro,EMEA,21.3
T005042,P3,Analytics Pro,AMER,37.6
T005043,P2,Core Suite,AMER,23.7
T005044,P3,Analytics Pro,EMEA,29.7
T005045,P2,Core Suite,EMEA,22
T005046,P3,Core Suite,AMER,35
T005047,P2,Core Suite,AMER,23.1
T005048,P3,Core Suite,AMER,18.2
T005049,P2,Analytics Pro,AMER,9.3
T005050,P2,Automation Edge,EMEA,25.3
T005051,P3,Core Suite,AMER,21.9
T005052,P2,Automation Edge,AMER,22.2
T005053,P3,Analytics Pro,EMEA,36.5
T005054,P3,Analytics Pro,EMEA,54.4
T005055,P3,Analytics Pro,EMEA,19.7
T005056,P1,Analytics Pro,AMER,5.9
T005057,P3,Core Suite,EMEA,43.6
T005058,P3,Automation Edge,APAC,50.8
T005059,P3,Analytics Pro,AMER,50.6
T005060,P3,Core Suite,EMEA,27.4
T005061,P3,Automation Edge,AMER,19.8
T005062,P2,Core Suite,AMER,22.7
T005063,P3,Automation Edge,AMER,26.1
T005064,P3,Analytics Pro,APAC,53.9
T005065,P3,Core Suite,APAC,37.1
T005066,P2,Core Suite,EMEA,24.8
T005067,P3,Analytics Pro,APAC,29.4
T005068,P2,Analytics Pro,AMER,20.2
T005069,P3,Analytics Pro,EMEA,34.8
T005070,P1,Automation Edge,AMER,6.5
T005071,P3,Analytics Pro,AMER,50.7
T005072,P2,Core Suite,EMEA,9.8
T005073,P2,Core Suite,EMEA,24.9
T005074,P3,Automation Edge,AMER,47.1
T005075,P2,Core Suite,AMER,21.1
T005076,P3,Analytics Pro,AMER,25
T005077,P2,Core Suite,APAC,10.7
T005078,P3,Analytics Pro,AMER,27.3
T005079,P3,Core Suite,AMER,51.7
T005080,P3,Analytics Pro,AMER,36.2
T005081,P2,Automation Edge,AMER,17.8
T005082,P3,Analytics Pro,APAC,43.1
T005083,P2,Core Suite,AMER,23.7
T005084,P1,Analytics Pro,AMER,5.3
T005085,P3,Analytics Pro,AMER,23.2
T005086,P2,Core Suite,AMER,21.9
T005087,P3,Core Suite,AMER,34.9
T005088,P3,Core Suite,APAC,35.4
T005089,P3,Automation Edge,APAC,48.6
T005090,P3,Analytics Pro,AMER,20.8
T005091,P2,Analytics Pro,AMER,15.5
T005092,P3,Core Suite,EMEA,51.6
T005093,P2,Automation Edge,AMER,10.9
T005094,P1,Analytics Pro,EMEA,3.2
T005095,P3,Core Suite,AMER,27.9
T005096,P3,Analytics Pro,AMER,51.1
T005097,P3,Automation Edge,AMER,34.9
T005098,P3,Analytics Pro,APAC,51.2
T005099,P3,Automation Edge,AMER,42.9
T005100,P2,Core Suite,AMER,21.6
T005101,P2,Core Suite,APAC,22.2
T005102,P3,Automation Edge,EMEA,48.6
T005103,P2,Analytics Pro,AMER,23.8
T005104,P1,Analytics Pro,AMER,6.9
T005105,P3,Automation Edge,AMER,49.6
T005106,P2,Core Suite,APAC,24
T005107,P3,Analytics Pro,EMEA,20
T005108,P3,Core Suite,AMER,33.2
T005109,P3,Analytics Pro,APAC,41.4
T005110,P2,Automation Edge,AMER,17.6
T005111,P2,Automation Edge,AMER,25.3
T005112,P3,Core Suite,AMER,52
T005113,P3,Analytics Pro,EMEA,41.7
T005114,P3,Core Suite,AMER,51.2
T005115,P3,Core Suite,APAC,28.1
T005116,P1,Automation Edge,EMEA,5
T005117,P2,Core Suite,AMER,14.8
T005118,P3,Core Suite,EMEA,45
T005119,P2,Automation Edge,AMER,11.7
T005120,P3,Analytics Pro,EMEA,25.7
T005121,P2,Automation Edge,EMEA,14.5
T005122,P3,Automation Edge,AMER,29.8
T005123,P2,Analytics Pro,APAC,23.2
T005124,P3,Automation Edge,AMER,44.2
T005125,P3,Core Suite,AMER,20.1
T005126,P3,Core Suite,AMER,52.8
T005127,P3,Core Suite,AMER,50.2
T005128,P3,Automation Edge,EMEA,34.8
T005129,P3,Core Suite,APAC,52.5
T005130,P1,Automation Edge,AMER,3.9
T005131,P3,Analytics Pro,AMER,22.9
T005132,P3,Core Suite,AMER,37
T005133,P1,Analytics Pro,EMEA,6.5
T005134,P3,Automation Edge,AMER,42.2
T005135,P2,Core Suite,EMEA,26.8
T005136,P2,Core Suite,AMER,24.9
T005137,P3,Automation Edge,AMER,33.5
T005138,P3,Core Suite,AMER,19.9
T005139,P3,Automation Edge,APAC,28.2
T005140,P2,Core Suite,APAC,18.1
T005141,P1,Automation Edge,EMEA,4.5
T005142,P3,Automation Edge,AMER,37.1
T005143,P1,Automation Edge,AMER,4.8
T005144,P3,Core Suite,AMER,53.2
T005145,P3,Analytics Pro,AMER,34.4
T005146,P3,Core Suite,APAC,36
T005147,P3,Core Suite,AMER,52
T005148,P3,Core Suite,EMEA,40.2
T005149,P3,Automation Edge,EMEA,32.3
T005150,P3,Core Suite,AMER,43.8
T005151,P3,Core Suite,APAC,36.2
T005152,P3,Core Suite,EMEA,44.7
T005153,P3,Analytics Pro,EMEA,34.8
T005154,P2,Analytics Pro,AMER,12
T005155,P3,Analytics Pro,AMER,19.8
T005156,P2,Core Suite,AMER,11.7
T005157,P1,Analytics Pro,EMEA,6.3
T005158,P3,Analytics Pro,AMER,40
T005159,P3,Analytics Pro,AMER,49.9
T005160,P2,Core Suite,EMEA,18.9
T005161,P1,Core Suite,EMEA,5.9
T005162,P3,Core Suite,AMER,48.1
T005163,P3,Core Suite,AMER,20.5
T005164,P3,Core Suite,AMER,42.5
T005165,P3,Core Suite,AMER,18.2
T005166,P1,Analytics Pro,EMEA,3.8
T005167,P2,Core Suite,AMER,22.1
T005168,P3,Automation Edge,APAC,39.4
T005169,P1,Automation Edge,AMER,3.9
T005170,P3,Automation Edge,AMER,36.6
T005171,P2,Core Suite,EMEA,12.7
T005172,P3,Core Suite,EMEA,52.7
T005173,P3,Core Suite,EMEA,19
T005174,P3,Analytics Pro,AMER,41.8
T005175,P2,Core Suite,AMER,23.7
T005176,P2,Core Suite,EMEA,13.1
T005177,P2,Core Suite,EMEA,19.1
T005178,P3,Core Suite,APAC,28.6
T005179,P3,Automation Edge,EMEA,30.3
T005180,P2,Automation Edge,APAC,19.7
T005181,P2,Core Suite,AMER,9.7
T005182,P2,Analytics Pro,AMER,24.7
T005183,P2,Core Suite,AMER,18.3
T005184,P3,Core Suite,EMEA,25.8
T005185,P2,Core Suite,APAC,12.6
T005186,P3,Core Suite,AMER,24.5
T005187,P2,Core Suite,APAC,21.8
T005188,P1,Core Suite,APAC,7.3
T005189,P3,Core Suite,AMER,35.1
T005190,P3,Analytics Pro,EMEA,43.6
T005191,P3,Automation Edge,AMER,48.4
T005192,P3,Core Suite,AMER,32.9
T005193,P3,Core Suite,EMEA,35.6
T005194,P2,Core Suite,AMER,10.7
T005195,P1,Automation Edge,EMEA,5.6
T005196,P3,Core Suite,AMER,50.5
T005197,P2,Automation Edge,APAC,11.8
T005198,P1,Core Suite,AMER,7.3
T005199,P3,Core Suite,EMEA,40
T005200,P3,Analytics Pro,EMEA,50.8
T005201,P3,Core Suite,APAC,20.2
T005202,P2,Automation Edge,APAC,15.1
T005203,P3,Automation Edge,APAC,38.9
T005204,P3,Automation Edge,AMER,45.8
T005205,P3,Core Suite,AMER,41.1
T005206,P3,Automation Edge,APAC,25.2
T005207,P1,Analytics Pro,APAC,5.4
T005208,P3,Analytics Pro,AMER,19.3
