account_id,account_name,logo_acquisition_year,fiscal_quarter,created_date,close_date,region,account_vertical,product_line,deal_type,outcome,contract_term_years,acv_usd,tcv_usd,deal_source,discount_pct,primary_loss_reason
A0221,Vertex Labs,2022,2025-Q4,2025-03-24,2025-12-25,APAC,Healthcare,Security,expand,won,3,143000,429000,sales_outbound,27.2,
A0478,Cobalt Works Inc,2023,2025-Q4,2025-08-22,2025-12-28,AMER,Technology,Platform,expand,won,3,97000,291000,sales_outbound,62.2,
A0598,Silverline Systems,2023,2025-Q4,2025-05-26,2025-11-17,EMEA,Manufacturing,Analytics,expand,won,3,55000,165000,event,58.1,
A0622,Pinnacle Works,2023,2025-Q4,2025-08-09,2025-12-15,APAC,Financial Services,Security,expand,won,2,77000,154000,inbound,49.3,
A0323,Cobalt Bridge Inc,2022,2025-Q4,2025-06-05,2025-11-16,APAC,Financial Services,Analytics,expand,won,3,13000,39000,inbound,40.8,
A0374,Granite Bridge,2024,2025-Q4,2025-06-15,2025-11-19,APAC,Financial Services,Analytics,expand,won,1,25000,25000,sales_outbound,60.7,
A0451,Meridian Labs,2022,2025-Q4,2025-06-15,2025-10-29,AMER,Financial Services,Security,expand,won,3,223000,669000,csm_expansion,52.9,
A0345,Silverline Bridge,2020,2025-Q4,2025-09-05,2025-12-03,AMER,Financial Services,Platform,expand,won,5,186000,930000,inbound,56.3,
A0548,Vertex Systems,2022,2025-Q4,2025-04-29,2025-10-28,EMEA,Healthcare,Security,expand,won,3,27000,81000,csm_expansion,56,
A0144,Meridian Bridge,2021,2025-Q4,2025-04-08,2025-10-30,APAC,Financial Services,Platform,expand,won,5,13000,65000,sales_outbound,46.7,
A0018,Parallel Systems,2022,2025-Q4,2025-07-06,2025-12-10,APAC,Healthcare,Analytics,expand,won,3,13000,39000,event,47.7,
A0131,Silverline Systems,2022,2025-Q4,2025-05-15,2025-12-15,APAC,Professional Services,Analytics,expand,won,3,207000,621000,partner,42.5,
A0518,Aurora Bridge,2022,2025-Q4,2025-05-30,2025-11-09,APAC,Retail,Platform,expand,won,3,238000,714000,csm_expansion,67.4,
A0487,BluePeak Bridge Inc,2022,2025-Q4,2025-01-31,2025-10-02,AMER,Healthcare,Analytics,expand,won,3,13000,39000,sales_outbound,50.4,
A0235,Pinnacle Works Inc,2021,2025-Q4,2025-08-06,2025-12-10,AMER,Financial Services,Platform,expand,won,4,17000,68000,sales_outbound,54.2,
A0174,Pinnacle Labs Inc,2022,2025-Q4,2025-06-18,2025-11-29,AMER,Retail,Platform,expand,won,3,164000,492000,inbound,47.9,
A0167,BluePeak Grid,2022,2025-Q4,2025-04-23,2025-11-23,EMEA,Manufacturing,Platform,expand,won,3,128000,384000,csm_expansion,56.2,
A0105,Parallel Logic,2022,2025-Q4,2025-08-06,2025-12-26,AMER,Technology,Platform,expand,won,4,13000,52000,csm_expansion,51.5,
A0461,Aurora Works,2024,2025-Q4,2025-03-28,2025-11-12,EMEA,Manufacturing,Analytics,expand,won,1,86000,86000,sales_outbound,53.7,
A0321,BluePeak Bridge,2022,2025-Q4,2025-08-11,2025-12-22,AMER,Technology,Security,expand,won,3,137000,411000,csm_expansion,20.3,
A0609,BluePeak Grid Inc,2022,2025-Q4,2025-08-24,2025-12-07,AMER,Retail,Platform,expand,won,3,73000,219000,inbound,34.4,
A0554,BluePeak Systems Inc,2022,2025-Q4,2025-05-10,2025-10-18,EMEA,Professional Services,Analytics,expand,won,3,83000,249000,sales_outbound,45.5,
A0084,Meridian Works Inc,2023,2025-Q4,2025-07-04,2025-11-26,APAC,Financial Services,Security,expand,won,3,193000,579000,partner,61.2,
A0558,Northwind Systems Inc,2023,2025-Q4,2025-04-27,2025-12-06,EMEA,Professional Services,Platform,expand,won,3,246000,738000,sales_outbound,57.3,
A0322,BluePeak Systems,2022,2025-Q4,2025-02-26,2025-11-13,EMEA,Retail,Security,expand,won,3,140000,420000,sales_outbound,49.8,
A0015,BluePeak Works,2021,2025-Q4,2025-03-31,2025-11-18,APAC,Professional Services,Security,expand,won,4,281000,1124000,inbound,68.1,
A0376,Pinnacle Cloud Inc,2022,2025-Q4,2025-04-28,2025-11-18,AMER,Professional Services,Analytics,expand,won,3,130000,390000,inbound,74.2,
A0507,Vertex Labs,2022,2025-Q4,2025-05-12,2025-12-15,EMEA,Financial Services,Security,expand,won,3,208000,624000,sales_outbound,77.4,
A0327,Northwind Systems,2022,2025-Q4,2025-05-02,2025-11-27,AMER,Professional Services,Analytics,expand,won,3,64000,192000,inbound,56.3,
A0327,Northwind Systems,2022,2025-Q4,2025-04-22,2025-11-26,AMER,Professional Services,Analytics,expand,won,3,61000,183000,inbound,44.7,
A0830,Aurora Labs,2021,2025-Q4,2025-03-09,2025-12-22,AMER,Healthcare,Security,land,won,4,263000,1052000,csm_expansion,53.1,
A0831,Granite Grid,2022,2025-Q4,2025-03-11,2025-10-29,EMEA,Healthcare,Security,land,won,3,145000,435000,sales_outbound,55.1,
A0832,Silverline Logic Inc,2022,2025-Q4,2025-02-05,2025-11-04,APAC,Professional Services,Analytics,land,won,3,209000,627000,csm_expansion,59.5,
A0833,BluePeak Systems,2022,2025-Q4,2025-07-15,2025-12-27,EMEA,Healthcare,Platform,land,won,3,225000,675000,csm_expansion,44.1,
A0834,Northwind Works,2022,2025-Q4,2025-04-14,2025-11-26,EMEA,Manufacturing,Platform,land,won,3,14000,42000,inbound,63.1,
A0835,Granite Logic,2024,2025-Q4,2025-03-29,2025-11-15,EMEA,Manufacturing,Analytics,land,won,1,116000,116000,inbound,39.3,
A0836,Northwind Dynamics,2022,2025-Q4,2025-03-21,2025-11-01,EMEA,Healthcare,Analytics,land,won,3,211000,633000,sales_outbound,48.1,
A0837,Vertex Systems,2022,2025-Q4,2025-07-18,2025-10-19,EMEA,Manufacturing,Platform,land,won,3,284000,852000,event,75,
A0838,Meridian Bridge Inc,2022,2025-Q4,2025-06-17,2025-11-27,APAC,Professional Services,Security,land,won,3,112000,336000,inbound,39,
A0839,Granite Works,2023,2025-Q4,2025-06-10,2025-12-25,APAC,Professional Services,Security,land,won,2,83000,166000,csm_expansion,49.6,
A0840,Granite Bridge Inc,2022,2025-Q4,2025-01-28,2025-10-10,AMER,Manufacturing,Platform,land,won,3,56000,168000,sales_outbound,58.8,
A0841,Aurora Labs,2022,2025-Q4,2025-04-03,2025-10-12,EMEA,Retail,Analytics,land,won,3,89000,267000,sales_outbound,66.4,
A0842,Pinnacle Grid Inc,2021,2025-Q4,2025-06-22,2025-10-22,APAC,Technology,Security,land,won,4,236000,944000,inbound,31.2,
A0843,Vertex Logic,2022,2025-Q4,2025-06-02,2025-10-13,AMER,Professional Services,Analytics,land,won,3,13000,39000,sales_outbound,87.5,
A0844,Cobalt Cloud,2020,2025-Q4,2025-06-15,2025-12-17,APAC,Technology,Platform,land,won,5,293000,1465000,sales_outbound,59.9,
A0845,Vertex Cloud Inc,2022,2025-Q4,2025-05-02,2025-10-28,APAC,Retail,Security,land,won,3,40000,120000,csm_expansion,29.9,
A0846,Pinnacle Cloud,2022,2025-Q4,2025-06-07,2025-11-16,APAC,Manufacturing,Security,land,won,3,153000,459000,sales_outbound,54.2,
A0847,Silverline Bridge,2022,2025-Q4,2025-03-11,2025-11-20,APAC,Retail,Analytics,land,won,3,86000,258000,inbound,64.6,
A0848,Granite Bridge,2022,2025-Q4,2025-08-17,2025-11-09,APAC,Retail,Security,land,won,3,37000,111000,inbound,71.6,
A0849,Cobalt Cloud Inc,2022,2025-Q4,2025-07-18,2025-12-21,APAC,Retail,Analytics,land,won,3,105000,315000,sales_outbound,45.6,
A0850,Northwind Labs,2022,2025-Q4,2025-07-24,2025-11-29,APAC,Retail,Security,land,won,3,222000,666000,sales_outbound,67.4,
A0851,Granite Cloud,2022,2025-Q4,2025-03-30,2025-10-12,EMEA,Manufacturing,Security,land,won,3,64000,192000,sales_outbound,96.5,
A0852,Cobalt Labs,2022,2025-Q4,2025-03-03,2025-11-01,EMEA,Financial Services,Platform,land,won,3,192000,576000,csm_expansion,37.5,
A0853,Parallel Logic Inc,2023,2025-Q4,2025-06-01,2025-11-22,EMEA,Financial Services,Analytics,land,won,2,67000,134000,event,48.2,
A0854,Aurora Systems,2022,2025-Q4,2025-04-08,2025-11-17,AMER,Manufacturing,Platform,land,won,3,291000,873000,csm_expansion,46.3,
A0855,Cobalt Cloud Inc,2022,2025-Q4,2025-04-07,2025-10-10,APAC,Technology,Platform,land,won,3,86000,258000,sales_outbound,30.4,
A0856,Silverline Bridge Inc,2022,2025-Q4,2025-04-28,2025-10-04,AMER,Retail,Analytics,land,won,3,115000,345000,csm_expansion,66,
A0857,Cobalt Dynamics Inc,2022,2025-Q4,2025-09-30,2025-12-26,AMER,Financial Services,Analytics,land,won,3,36000,108000,csm_expansion,41.7,
A0858,Cobalt Bridge,2022,2025-Q4,2025-07-03,2025-10-31,APAC,Technology,Analytics,land,won,3,20000,60000,partner,36.2,
A0859,Parallel Systems Inc,2022,2025-Q4,2025-03-31,2025-10-27,EMEA,Healthcare,Analytics,land,won,3,28000,84000,inbound,58.8,
A0860,BluePeak Bridge Inc,2022,2025-Q4,2025-06-01,2025-11-11,AMER,Retail,Security,land,won,3,13000,39000,inbound,53.7,
A0861,Cobalt Works,2022,2025-Q4,2025-05-12,2025-12-07,EMEA,Manufacturing,Platform,land,won,3,53000,159000,inbound,21.5,
A0862,Parallel Grid,2022,2025-Q4,2025-02-19,2025-11-01,EMEA,Professional Services,Platform,land,won,3,13000,39000,csm_expansion,38.8,
A0863,Parallel Systems,2022,2025-Q4,2025-06-15,2025-10-30,EMEA,Financial Services,Security,land,won,3,54000,162000,inbound,61.1,
A0864,Aurora Dynamics,2022,2025-Q4,2025-05-09,2025-10-07,AMER,Professional Services,Security,land,won,3,38000,114000,csm_expansion,43.8,
A0865,Pinnacle Logic,2023,2025-Q4,2025-09-11,2025-12-21,AMER,Financial Services,Security,land,won,2,68000,136000,inbound,24,
A0866,Cobalt Bridge,2022,2025-Q4,2025-05-10,2025-12-17,AMER,Technology,Security,land,won,3,73000,219000,partner,42.1,
A0867,Parallel Grid,2023,2025-Q4,2025-03-14,2025-10-30,AMER,Financial Services,Analytics,land,won,2,13000,26000,inbound,41.5,
A0868,BluePeak Labs Inc,2022,2025-Q4,2025-05-26,2025-11-06,EMEA,Retail,Platform,land,won,3,14000,42000,sales_outbound,47.4,
A0869,BluePeak Bridge,2022,2025-Q4,2025-06-19,2025-12-13,AMER,Manufacturing,Analytics,land,won,3,20000,60000,sales_outbound,66.8,
A0870,Granite Systems,2022,2025-Q4,2025-06-23,2025-12-21,AMER,Healthcare,Security,land,won,3,14000,42000,inbound,39.7,
A0871,BluePeak Bridge,2022,2025-Q4,2025-05-30,2025-11-14,EMEA,Healthcare,Analytics,land,won,3,89000,267000,csm_expansion,55.1,
A0872,Aurora Cloud Inc,2022,2025-Q4,2025-06-04,2025-12-07,AMER,Manufacturing,Security,land,won,3,87000,261000,partner,55,
A0873,Silverline Grid,2022,2025-Q4,2025-05-17,2025-10-09,AMER,Healthcare,Platform,land,won,3,275000,825000,partner,18.8,
A0874,Northwind Grid Inc,2022,2025-Q4,2025-04-21,2025-12-30,AMER,Retail,Analytics,land,won,3,38000,114000,inbound,40.9,
A0875,BluePeak Bridge,2022,2025-Q4,2025-04-09,2025-11-02,APAC,Professional Services,Platform,land,won,3,127000,381000,event,38.8,
A0876,Pinnacle Grid Inc,2022,2025-Q4,2025-06-16,2025-12-13,EMEA,Financial Services,Analytics,land,won,3,201000,603000,inbound,39.1,
A0877,Meridian Cloud,2022,2025-Q4,2025-05-17,2025-12-11,EMEA,Manufacturing,Security,land,won,3,13000,39000,csm_expansion,68.9,
A0878,Cobalt Labs,2022,2025-Q4,2025-04-18,2025-10-15,AMER,Retail,Security,land,won,3,135000,405000,csm_expansion,63.1,
A0879,Cobalt Dynamics,2021,2025-Q4,2025-05-22,2025-12-07,AMER,Retail,Analytics,land,won,4,13000,52000,csm_expansion,35.9,
A0880,Aurora Bridge,2022,2025-Q4,2025-06-09,2025-10-01,APAC,Technology,Platform,land,won,3,109000,327000,csm_expansion,36.4,
A0881,Parallel Works,2022,2025-Q4,2025-06-22,2025-12-03,AMER,Technology,Analytics,land,won,3,75000,225000,sales_outbound,69.1,
A0882,Parallel Works,2022,2025-Q4,2025-07-17,2025-11-22,EMEA,Retail,Security,land,won,3,96000,288000,partner,35.4,
A0883,Parallel Systems,2022,2025-Q4,2025-05-25,2025-12-30,EMEA,Healthcare,Platform,land,won,3,256000,768000,sales_outbound,37.6,
A0884,Cobalt Systems Inc,2022,2025-Q4,2025-03-11,2025-10-19,EMEA,Professional Services,Platform,land,won,3,147000,441000,event,62.9,
A0885,Pinnacle Systems Inc,2022,2025-Q4,2025-06-12,2025-12-31,APAC,Retail,Platform,land,won,3,196000,588000,csm_expansion,46.1,
A0886,Granite Cloud,2022,2025-Q4,2025-02-23,2025-10-15,APAC,Retail,Security,land,won,3,111000,333000,csm_expansion,28.7,
A0887,Meridian Logic Inc,2022,2025-Q4,2025-06-18,2025-11-04,EMEA,Manufacturing,Security,land,won,3,19000,57000,sales_outbound,53.9,
A0888,Northwind Works Inc,2021,2025-Q4,2025-04-25,2025-10-12,APAC,Manufacturing,Analytics,land,won,4,82000,328000,sales_outbound,45.8,
A0889,Vertex Grid,2022,2025-Q4,2025-03-19,2025-11-12,AMER,Financial Services,Analytics,land,won,3,293000,879000,partner,35.6,
A0890,Parallel Works,2022,2025-Q4,2025-01-01,2025-10-23,APAC,Manufacturing,Security,land,won,3,193000,579000,event,37,
A1428,Meridian Systems Inc,2022,2025-Q4,2025-05-26,2025-12-20,AMER,Professional Services,Security,land,lost,3,13000,39000,inbound,53.8,Competitor — won evaluation
A1429,Meridian Logic,2022,2025-Q4,2025-06-14,2025-11-12,EMEA,Manufacturing,Security,land,lost,3,193000,579000,csm_expansion,57.4,Risk — security or compliance
A1430,Parallel Labs,2022,2025-Q4,2025-06-19,2025-10-21,EMEA,Manufacturing,Platform,land,lost,3,56000,168000,sales_outbound,52,Pricing — budget freeze or cuts
A1431,Aurora Dynamics Inc,2022,2025-Q4,2025-03-22,2025-12-09,EMEA,Manufacturing,Platform,land,lost,3,145000,435000,sales_outbound,58,Pricing — lower competitive quote
A1432,Pinnacle Bridge Inc,2022,2025-Q4,2025-03-31,2025-10-25,EMEA,Technology,Platform,land,lost,2,13000,26000,sales_outbound,71.2,Risk — security or compliance
A1433,Aurora Cloud Inc,2021,2025-Q4,2025-04-24,2025-12-12,EMEA,Professional Services,Security,land,lost,3,196000,588000,csm_expansion,70.3,Pricing — budget freeze or cuts
A1434,Cobalt Works Inc,2022,2025-Q4,2025-06-08,2025-12-24,AMER,Manufacturing,Analytics,land,lost,3,209000,627000,event,64.4,Timing — deprioritized / no decision
A1435,Granite Logic,2022,2025-Q4,2025-06-30,2025-12-06,APAC,Retail,Analytics,land,lost,3,75000,225000,inbound,21.4,Commercial — payment or term mismatch
A1436,BluePeak Bridge,2022,2025-Q4,2025-04-12,2025-10-05,APAC,Professional Services,Security,land,lost,3,56000,168000,event,74.6,Competitor — won evaluation
A1437,Cobalt Grid,2022,2025-Q4,2025-02-08,2025-10-02,EMEA,Healthcare,Analytics,land,lost,3,192000,576000,partner,59,Product — capability or roadmap gap
A1438,Aurora Grid Inc,2022,2025-Q4,2025-05-09,2025-11-12,EMEA,Professional Services,Analytics,land,lost,3,87000,261000,sales_outbound,36.2,Risk — security or compliance
A1439,BluePeak Cloud Inc,2024,2025-Q4,2025-05-18,2025-12-10,EMEA,Professional Services,Platform,land,lost,3,89000,267000,event,27.2,Commercial — payment or term mismatch
A1440,Vertex Dynamics Inc,2022,2025-Q4,2025-02-25,2025-11-13,EMEA,Professional Services,Security,land,lost,4,82000,328000,partner,60.7,Value — ROI / business case not approved
A1441,Vertex Labs Inc,2022,2025-Q4,2025-06-02,2025-11-16,APAC,Professional Services,Security,land,lost,3,225000,675000,inbound,66.6,Value — ROI / business case not approved
A1442,Pinnacle Labs,2022,2025-Q4,2025-04-06,2025-10-16,EMEA,Professional Services,Security,land,lost,3,20000,60000,csm_expansion,39.1,Product — capability or roadmap gap
A1443,Silverline Systems,2021,2025-Q4,2025-01-31,2025-10-10,APAC,Professional Services,Platform,land,lost,2,13000,26000,sales_outbound,68.9,Commercial — payment or term mismatch
A1444,Pinnacle Systems,2021,2025-Q4,2025-05-22,2025-10-02,AMER,Manufacturing,Analytics,land,lost,3,153000,459000,sales_outbound,36.4,Competitor — won evaluation
A1445,Granite Works,2022,2025-Q4,2025-05-28,2025-10-14,APAC,Professional Services,Platform,land,lost,3,192000,576000,csm_expansion,42.7,Pricing — budget freeze or cuts
A1446,Aurora Cloud Inc,2022,2025-Q4,2025-03-24,2025-10-09,AMER,Manufacturing,Security,land,lost,3,13000,39000,csm_expansion,59.5,Pricing — lower competitive quote
A1447,Granite Bridge,2022,2025-Q4,2025-06-02,2025-11-21,EMEA,Retail,Analytics,land,lost,3,105000,315000,csm_expansion,48.4,Risk — security or compliance
A1448,BluePeak Systems,2022,2025-Q4,2025-04-27,2025-11-13,EMEA,Professional Services,Analytics,land,lost,3,127000,381000,csm_expansion,34.1,Pricing — lower competitive quote
A1449,Aurora Systems,2022,2025-Q4,2025-06-13,2025-11-10,EMEA,Professional Services,Analytics,land,lost,3,37000,111000,sales_outbound,26.2,Procurement — vendor consolidation
A1450,Vertex Systems Inc,2022,2025-Q4,2025-07-20,2025-12-22,EMEA,Manufacturing,Analytics,land,lost,3,56000,168000,inbound,59.3,Pricing — lower competitive quote
A1451,Cobalt Dynamics,2022,2025-Q4,2025-05-09,2025-12-11,EMEA,Manufacturing,Platform,land,lost,3,211000,633000,csm_expansion,45.5,Commercial — payment or term mismatch
A1452,Pinnacle Logic,2022,2025-Q4,2025-06-25,2025-11-02,EMEA,Manufacturing,Security,land,lost,3,209000,627000,csm_expansion,55.7,Value — ROI / business case not approved
A1453,Granite Dynamics Inc,2022,2025-Q4,2025-08-14,2025-12-15,EMEA,Healthcare,Security,land,lost,3,192000,576000,csm_expansion,70.7,Product — capability or roadmap gap
A1454,Parallel Labs,2022,2025-Q4,2025-04-23,2025-10-26,EMEA,Retail,Analytics,land,lost,3,284000,852000,inbound,27.8,Pricing — rejected renewal uplift
A1455,Cobalt Grid,2022,2025-Q4,2025-05-09,2025-11-04,EMEA,Retail,Analytics,land,lost,3,20000,60000,sales_outbound,58.7,Product — capability or roadmap gap
A1456,Northwind Dynamics,2022,2025-Q4,2025-03-29,2025-12-16,EMEA,Technology,Security,land,lost,1,116000,116000,partner,57,Commercial — payment or term mismatch
A1457,Silverline Works Inc,2023,2025-Q4,2025-06-28,2025-12-16,EMEA,Manufacturing,Security,land,lost,3,256000,768000,csm_expansion,51.3,Adoption — low usage or failed rollout
A1458,Cobalt Labs,2022,2025-Q4,2025-04-16,2025-11-22,AMER,Professional Services,Analytics,land,lost,3,105000,315000,inbound,36.6,Stakeholder — champion departed / reorg
A1459,Silverline Systems Inc,2022,2025-Q4,2025-03-06,2025-10-10,EMEA,Manufacturing,Security,land,lost,1,116000,116000,csm_expansion,71.8,Timing — deprioritized / no decision
A1460,Vertex Cloud,2022,2025-Q4,2025-06-21,2025-12-10,EMEA,Professional Services,Security,land,lost,3,13000,39000,sales_outbound,56.8,Competitor — won evaluation
A1461,Vertex Systems,2022,2025-Q4,2025-05-17,2025-12-06,EMEA,Healthcare,Analytics,land,lost,3,38000,114000,event,70.2,Risk — security or compliance
A1462,Pinnacle Bridge,2023,2025-Q4,2025-06-21,2025-11-13,EMEA,Financial Services,Platform,land,lost,3,89000,267000,sales_outbound,41.6,Pricing — budget freeze or cuts
A1463,Vertex Systems Inc,2022,2025-Q4,2025-04-08,2025-12-26,APAC,Retail,Platform,land,lost,3,13000,39000,event,45.6,Value — ROI / business case not approved
A1464,Vertex Cloud,2022,2025-Q4,2025-09-05,2025-12-02,EMEA,Manufacturing,Platform,land,lost,3,56000,168000,sales_outbound,64.2,Value — ROI / business case not approved
A1465,Granite Systems Inc,2022,2025-Q4,2025-05-11,2025-11-07,EMEA,Manufacturing,Security,land,lost,3,89000,267000,csm_expansion,63.5,Adoption — low usage or failed rollout
A1466,Granite Grid,2022,2025-Q4,2025-05-04,2025-11-09,EMEA,Manufacturing,Analytics,land,lost,2,83000,166000,sales_outbound,54.7,Commercial — payment or term mismatch
A1467,Pinnacle Cloud,2022,2025-Q4,2025-05-01,2025-10-14,EMEA,Professional Services,Security,land,lost,3,256000,768000,sales_outbound,52.9,Commercial — payment or term mismatch
A1468,Parallel Logic,2024,2025-Q4,2025-04-20,2025-10-13,EMEA,Retail,Security,land,lost,3,75000,225000,csm_expansion,33.1,Stakeholder — champion departed / reorg
A1469,Parallel Cloud Inc,2022,2025-Q4,2025-07-14,2025-12-25,EMEA,Professional Services,Security,land,lost,3,147000,441000,event,32.4,Timing — deprioritized / no decision
A1470,Cobalt Grid Inc,2022,2025-Q4,2025-06-14,2025-11-22,EMEA,Retail,Security,land,lost,3,96000,288000,sales_outbound,67.2,Pricing — rejected renewal uplift
A1471,Parallel Labs Inc,2022,2025-Q4,2025-05-29,2025-12-18,AMER,Retail,Security,land,lost,3,153000,459000,csm_expansion,45.3,Adoption — low usage or failed rollout
A1472,Silverline Grid,2022,2025-Q4,2025-03-20,2025-10-09,EMEA,Retail,Platform,land,lost,3,75000,225000,csm_expansion,37.5,Value — ROI / business case not approved
A1473,Cobalt Logic,2022,2025-Q4,2025-06-21,2025-11-17,EMEA,Manufacturing,Platform,land,lost,3,89000,267000,sales_outbound,57.2,Commercial — payment or term mismatch
A1474,BluePeak Systems,2022,2025-Q4,2025-06-09,2025-11-10,EMEA,Healthcare,Analytics,land,lost,3,19000,57000,inbound,31.7,Commercial — payment or term mismatch
A1475,Aurora Labs Inc,2022,2025-Q4,2025-01-24,2025-11-12,AMER,Professional Services,Security,land,lost,3,192000,576000,sales_outbound,54.1,Competitor — won evaluation
A1476,Cobalt Cloud Inc,2024,2025-Q4,2025-07-18,2025-12-15,EMEA,Technology,Analytics,land,lost,3,153000,459000,sales_outbound,80.7,Product — capability or roadmap gap
A1477,BluePeak Systems Inc,2022,2025-Q4,2025-06-04,2025-10-02,EMEA,Professional Services,Analytics,land,lost,3,38000,114000,csm_expansion,71,Pricing — lower competitive quote
A1478,Aurora Grid,2020,2025-Q4,2025-03-04,2025-10-05,EMEA,Technology,Platform,land,lost,3,192000,576000,inbound,65.1,Timing — deprioritized / no decision
A1479,Aurora Bridge Inc,2022,2025-Q4,2025-03-13,2025-11-17,EMEA,Retail,Platform,land,lost,3,127000,381000,sales_outbound,42.2,Competitor — won evaluation
A1480,Northwind Logic,2022,2025-Q4,2025-01-31,2025-11-07,EMEA,Financial Services,Analytics,land,lost,3,40000,120000,csm_expansion,48.6,Adoption — low usage or failed rollout
A1481,Parallel Works,2022,2025-Q4,2025-05-12,2025-11-09,AMER,Retail,Security,land,lost,3,115000,345000,inbound,59.1,Stakeholder — champion departed / reorg
A1482,Granite Works,2022,2025-Q4,2025-05-05,2025-11-30,AMER,Technology,Analytics,land,lost,3,196000,588000,sales_outbound,74,Value — ROI / business case not approved
A1483,Meridian Dynamics,2022,2025-Q4,2025-07-22,2025-12-11,EMEA,Professional Services,Security,land,lost,3,256000,768000,event,65.6,Procurement — vendor consolidation
A1484,BluePeak Bridge,2022,2025-Q4,2025-05-10,2025-12-20,EMEA,Healthcare,Analytics,land,lost,3,293000,879000,sales_outbound,35.7,Pricing — lower competitive quote
A1485,Silverline Dynamics Inc,2022,2025-Q4,2025-05-27,2025-10-07,EMEA,Professional Services,Analytics,land,lost,3,14000,42000,inbound,30.5,Pricing — lower competitive quote
A1486,BluePeak Logic,2022,2025-Q4,2025-01-26,2025-10-31,EMEA,Manufacturing,Platform,land,lost,3,211000,633000,inbound,67.5,Product — capability or roadmap gap
A1487,Meridian Logic Inc,2022,2025-Q4,2025-06-15,2025-11-18,APAC,Manufacturing,Analytics,land,lost,2,68000,136000,sales_outbound,27.8,Pricing — budget freeze or cuts
A1488,Vertex Logic Inc,2022,2025-Q4,2025-05-14,2025-10-30,EMEA,Professional Services,Security,land,lost,3,222000,666000,partner,61.8,Adoption — low usage or failed rollout
A1489,Parallel Bridge,2022,2025-Q4,2025-05-17,2025-12-03,EMEA,Technology,Platform,land,lost,3,196000,588000,csm_expansion,57.4,Stakeholder — champion departed / reorg
A1490,Meridian Labs Inc,2022,2025-Q4,2025-03-14,2025-10-30,APAC,Healthcare,Analytics,land,lost,3,36000,108000,partner,43.5,Competitor — won evaluation
A1491,Parallel Cloud Inc,2024,2025-Q4,2025-07-05,2025-12-11,EMEA,Retail,Security,land,lost,3,36000,108000,sales_outbound,49.2,Pricing — lower competitive quote
A1492,Pinnacle Systems,2022,2025-Q4,2025-04-06,2025-11-04,EMEA,Professional Services,Platform,land,lost,1,116000,116000,inbound,56.1,Competitor — won evaluation
A1493,Cobalt Cloud,2022,2025-Q4,2025-04-18,2025-11-01,AMER,Retail,Analytics,land,lost,3,115000,345000,sales_outbound,47,Commercial — payment or term mismatch
A1494,Cobalt Works Inc,2022,2025-Q4,2025-05-12,2025-12-10,EMEA,Healthcare,Platform,land,lost,3,13000,39000,csm_expansion,37.4,Stakeholder — champion departed / reorg
A1495,Vertex Cloud,2022,2025-Q4,2025-03-27,2025-11-02,EMEA,Retail,Analytics,land,lost,3,14000,42000,sales_outbound,18.2,Competitor — won evaluation
A1496,Granite Bridge Inc,2021,2025-Q4,2025-07-29,2025-10-30,AMER,Financial Services,Platform,land,lost,3,13000,39000,partner,53,Competitor — won evaluation
A1497,Northwind Grid Inc,2022,2025-Q4,2025-03-29,2025-10-07,EMEA,Financial Services,Analytics,land,lost,3,147000,441000,sales_outbound,55.8,Pricing — lower competitive quote
A1498,Parallel Cloud,2022,2025-Q4,2025-05-04,2025-12-02,APAC,Retail,Security,land,lost,3,211000,633000,partner,57.6,Procurement — vendor consolidation
A1499,Granite Grid Inc,2022,2025-Q4,2025-06-04,2025-12-31,EMEA,Technology,Platform,land,lost,3,196000,588000,inbound,57.5,Pricing — rejected renewal uplift
A1500,Granite Dynamics,2023,2025-Q4,2025-03-10,2025-10-25,EMEA,Retail,Analytics,land,lost,3,115000,345000,inbound,45.1,Stakeholder — champion departed / reorg
A1501,BluePeak Grid,2022,2025-Q4,2025-03-20,2025-12-08,EMEA,Retail,Analytics,land,lost,3,87000,261000,csm_expansion,21.9,Timing — deprioritized / no decision
A1502,Pinnacle Dynamics Inc,2022,2025-Q4,2025-07-14,2025-10-29,EMEA,Manufacturing,Analytics,land,lost,3,53000,159000,csm_expansion,30.9,Competitor — won evaluation
A1503,Meridian Cloud Inc,2020,2025-Q4,2025-07-27,2025-12-12,AMER,Professional Services,Platform,land,lost,3,225000,675000,csm_expansion,57.3,Procurement — vendor consolidation
A1504,Pinnacle Cloud Inc,2024,2025-Q4,2025-06-10,2025-12-09,APAC,Healthcare,Security,land,lost,3,86000,258000,partner,62.3,Product — capability or roadmap gap
A1505,BluePeak Grid,2022,2025-Q4,2025-01-19,2025-10-11,AMER,Retail,Platform,land,lost,3,73000,219000,csm_expansion,42.8,Procurement — vendor consolidation
A1506,Parallel Logic Inc,2022,2025-Q4,2025-05-14,2025-12-23,AMER,Financial Services,Platform,land,lost,3,111000,333000,inbound,46.7,Stakeholder — champion departed / reorg
A1507,Silverline Cloud,2022,2025-Q4,2025-06-17,2025-10-28,AMER,Manufacturing,Security,land,lost,3,37000,111000,inbound,63.2,Competitor — won evaluation
A1508,Parallel Grid,2022,2025-Q4,2025-07-30,2025-12-27,EMEA,Professional Services,Analytics,land,lost,3,89000,267000,sales_outbound,64.8,Commercial — payment or term mismatch
