account_id,account_name,renewal_quarter,region,contract_term_years,last_deal_year,arr_up_for_renewal_usd,outcome,loss_reason,booked_arr_usd,renewal_motion
A0534,Granite Labs Inc,2026-Q1,APAC,3,2023,137000,renewed,,210000,expansion
A0547,Pinnacle Bridge Inc,2026-Q1,EMEA,3,2023,72000,churned,Product — capability or roadmap gap,0,
A0553,Aurora Systems,2026-Q1,APAC,3,2023,399000,renewed,,406000,flat
A0555,Silverline Bridge,2026-Q1,AMER,3,2023,160000,renewed,,367000,expansion
A0558,Northwind Systems Inc,2026-Q1,EMEA,3,2023,451000,renewed,,480000,expansion
A0564,Aurora Cloud Inc,2026-Q1,EMEA,3,2023,445000,renewed,,634000,expansion
A0573,BluePeak Bridge Inc,2026-Q1,AMER,4,2022,489000,renewed,,550000,expansion
A0582,Silverline Systems,2026-Q1,AMER,2,2024,498000,renewed,,498000,flat
A0585,Pinnacle Grid,2026-Q1,APAC,3,2023,386000,renewed,,393000,flat
A0588,Northwind Grid Inc,2026-Q1,APAC,3,2023,62000,renewed,,110000,expansion
A0589,BluePeak Bridge Inc,2026-Q1,APAC,3,2023,518000,churned,Pricing — rejected renewal uplift,0,
A0598,Silverline Systems,2026-Q1,EMEA,3,2023,399000,churned,Risk — security or compliance,0,
A0600,Northwind Cloud,2026-Q1,AMER,3,2023,531000,renewed,,659000,expansion
A0601,Aurora Bridge,2026-Q1,AMER,1,2025,46000,renewed,,74000,expansion
A0606,Meridian Grid Inc,2026-Q1,AMER,3,2023,239000,renewed,,380000,expansion
A0608,BluePeak Logic Inc,2026-Q1,APAC,5,2021,280000,churned,Pricing — rejected renewal uplift,0,
A0610,Vertex Labs,2026-Q1,EMEA,3,2023,471000,renewed,,769000,expansion
A0613,Silverline Dynamics,2026-Q1,AMER,3,2023,452000,renewed,,585000,expansion
A0616,Vertex Logic,2026-Q1,APAC,3,2023,75000,renewed,,75000,flat
A0625,Granite Bridge,2026-Q1,AMER,3,2023,224000,renewed,,258000,expansion
