contact_id,account_id,account_name,role,region
C001848,A00996,Granite Dynamics,Head of Procurement,EMEA
C001849,A01650,Silverline Systems Ltd,VP Operations,EMEA
C001850,A01650,Silverline Systems Ltd,CFO,EMEA
C001851,A01650,Silverline Systems Ltd,IT Director,EMEA
C001852,A00059,Parallel Bridge Inc,VP Operations,AMER
C001853,A00059,Parallel Bridge Inc,VP Operations,AMER
C001854,A00366,Vertex Labs Ltd,VP Engineering,EMEA
C001855,A00782,BluePeak Dynamics,CFO,EMEA
C001856,A00782,BluePeak Dynamics,VP Engineering,EMEA
C001857,A00861,BluePeak Point Ltd,VP Operations,AMER
C001858,A00861,BluePeak Point Ltd,Head of Procurement,AMER
C001859,A01179,BluePeak Labs Inc,Head of Procurement,AMER
C001860,A01179,BluePeak Labs Inc,IT Director,AMER
C001861,A01179,BluePeak Labs Inc,CFO,AMER
C001862,A01612,Granite Point Ltd,CFO,AMER
C001863,A01612,Granite Point Ltd,VP Engineering,AMER
C001864,A01612,Granite Point Ltd,Solutions Architect,AMER
C001865,A01968,BluePeak Works Ltd,CFO,AMER
C001866,A01968,BluePeak Works Ltd,CFO,AMER
C001867,A01298,Cobalt Labs Ltd,Solutions Architect,AMER
C001868,A01298,Cobalt Labs Ltd,VP Operations,AMER
C001869,A00510,Northwind Works,CFO,EMEA
C001870,A00510,Northwind Works,Head of Procurement,EMEA
C001871,A00510,Northwind Works,VP Engineering,EMEA
C001872,A01029,BluePeak Stream,VP Operations,APAC
C001873,A01029,BluePeak Stream,VP Operations,APAC
C001874,A01029,BluePeak Stream,VP Engineering,APAC
C001875,A01950,Aurora Bridge,CFO,EMEA
C001876,A01950,Aurora Bridge,CFO,EMEA
C001877,A01950,Aurora Bridge,CFO,EMEA
C001878,A01933,Meridian Labs Ltd,VP Operations,APAC
C001879,A01933,Meridian Labs Ltd,IT Director,APAC
C001880,A01933,Meridian Labs Ltd,VP Engineering,APAC
C001881,A01605,Meridian Works Ltd,VP Operations,AMER
C001882,A00078,Pinnacle Grid Inc,VP Operations,AMER
C001883,A00078,Pinnacle Grid Inc,CFO,AMER
C001884,A00078,Pinnacle Grid Inc,IT Director,AMER
C001885,A00245,Aurora Dynamics,CFO,AMER
C001886,A00245,Aurora Dynamics,CFO,AMER
C001887,A00100,Pinnacle Labs Ltd,VP Operations,APAC
C001888,A00460,BluePeak Bridge Ltd,VP Engineering,EMEA
C001889,A00460,BluePeak Bridge Ltd,VP Engineering,EMEA
C001890,A01873,Silverline Labs Ltd,IT Director,AMER
C001891,A01873,Silverline Labs Ltd,CFO,AMER
C001892,A00813,Silverline Works Inc,VP Engineering,AMER
C001893,A00813,Silverline Works Inc,CFO,AMER
C001894,A00813,Silverline Works Inc,Head of Procurement,AMER
C001895,A00192,Vertex Bridge Ltd,Solutions Architect,AMER
C001896,A00192,Vertex Bridge Ltd,VP Operations,AMER
C001897,A01241,Granite Works Ltd,VP Engineering,AMER
C001898,A01307,Aurora Logic Ltd,Solutions Architect,EMEA
C001899,A00387,Granite Cloud Inc,IT Director,AMER
C001900,A00387,Granite Cloud Inc,Head of Procurement,AMER
C001901,A00387,Granite Cloud Inc,CFO,AMER
C001902,A00792,Vertex Bridge Ltd,Head of Procurement,EMEA
C001903,A00792,Vertex Bridge Ltd,VP Engineering,EMEA
C001904,A00792,Vertex Bridge Ltd,CFO,EMEA
C001905,A01000,Pinnacle Labs Ltd,VP Operations,AMER
C001906,A01874,Parallel Works,VP Operations,EMEA
C001907,A01874,Parallel Works,IT Director,EMEA
C001908,A01874,Parallel Works,Head of Procurement,EMEA
C001909,A01955,Vertex Bridge Ltd,IT Director,EMEA
C001910,A01955,Vertex Bridge Ltd,VP Operations,EMEA
C001911,A01955,Vertex Bridge Ltd,Solutions Architect,EMEA
C001912,A01525,Vertex Labs,VP Operations,AMER
C001913,A01525,Vertex Labs,Head of Procurement,AMER
C001914,A01525,Vertex Labs,VP Engineering,AMER
C001915,A01823,Pinnacle Cloud Inc,VP Engineering,EMEA
C001916,A01852,Cobalt Bridge,Head of Procurement,EMEA
C001917,A01971,Northwind Point Inc,Solutions Architect,AMER
C001918,A01727,Northwind Dynamics Ltd,IT Director,AMER
C001919,A00664,Northwind Systems Inc,IT Director,EMEA
C001920,A00664,Northwind Systems Inc,Solutions Architect,EMEA
C001921,A00148,BluePeak Systems Ltd,Head of Procurement,EMEA
C001922,A00241,Aurora Labs,VP Operations,AMER
C001923,A00241,Aurora Labs,Solutions Architect,AMER
C001924,A00241,Aurora Labs,Solutions Architect,AMER
C001925,A00037,Northwind Works Inc,VP Engineering,EMEA
C001926,A00037,Northwind Works Inc,IT Director,EMEA
C001927,A01051,Parallel Cloud Inc,Solutions Architect,EMEA
C001928,A00208,Northwind Cloud Inc,IT Director,AMER
C001929,A00208,Northwind Cloud Inc,Solutions Architect,AMER
C001930,A01033,Silverline Stream,Head of Procurement,APAC
C001931,A01033,Silverline Stream,CFO,APAC
C001932,A01951,Cobalt Cloud Inc,VP Engineering,EMEA
C001933,A01951,Cobalt Cloud Inc,Solutions Architect,EMEA
C001934,A01951,Cobalt Cloud Inc,Solutions Architect,EMEA
C001935,A00556,Northwind Grid,Solutions Architect,APAC
C001936,A00556,Northwind Grid,VP Operations,APAC
C001937,A00556,Northwind Grid,Head of Procurement,APAC
C001938,A00679,BluePeak Dynamics Inc,Head of Procurement,EMEA
C001939,A00679,BluePeak Dynamics Inc,VP Operations,EMEA
C001940,A00540,Granite Point,IT Director,AMER
C001941,A00540,Granite Point,Head of Procurement,AMER
C001942,A01551,Silverline Grid,VP Engineering,EMEA
C001943,A01551,Silverline Grid,VP Engineering,EMEA
C001944,A01551,Silverline Grid,VP Engineering,EMEA
C001945,A01722,Pinnacle Systems,Head of Procurement,AMER
C001946,A00762,Northwind Grid Ltd,CFO,APAC
C001947,A01698,Cobalt Stream,VP Engineering,APAC
C001948,A01698,Cobalt Stream,VP Engineering,APAC
C001949,A01698,Cobalt Stream,VP Operations,APAC
C001950,A01367,Aurora Bridge Inc,IT Director,AMER
C001951,A01367,Aurora Bridge Inc,Solutions Architect,AMER
C001952,A00336,Vertex Labs Inc,CFO,EMEA
C001953,A00336,Vertex Labs Inc,VP Engineering,EMEA
C001954,A01449,Northwind Point Ltd,CFO,APAC
C001955,A01665,Aurora Bridge Ltd,IT Director,EMEA
C001956,A01665,Aurora Bridge Ltd,IT Director,EMEA
C001957,A01665,Aurora Bridge Ltd,VP Operations,EMEA
C001958,A00266,Granite Labs Ltd,IT Director,AMER
C001959,A00266,Granite Labs Ltd,IT Director,AMER
C001960,A01879,Cobalt Grid Ltd,Solutions Architect,EMEA
C001961,A01903,BluePeak Point Inc,VP Operations,AMER
C001962,A01903,BluePeak Point Inc,VP Engineering,AMER
C001963,A01903,BluePeak Point Inc,VP Operations,AMER
C001964,A01896,Vertex Labs Inc,Head of Procurement,EMEA
C001965,A00246,Aurora Cloud,IT Director,AMER
C001966,A00170,Northwind Grid Ltd,VP Operations,EMEA
C001967,A01571,Meridian Logic,CFO,AMER
C001968,A01571,Meridian Logic,VP Operations,AMER
C001969,A00932,Silverline Point Ltd,VP Engineering,EMEA
C001970,A00035,Parallel Logic Inc,VP Operations,EMEA
C001971,A00035,Parallel Logic Inc,VP Operations,EMEA
C001972,A00838,Granite Dynamics Ltd,CFO,AMER
C001973,A00838,Granite Dynamics Ltd,IT Director,AMER
C001974,A00392,Silverline Logic Ltd,VP Operations,AMER
C001975,A00926,Aurora Labs Inc,VP Operations,AMER
C001976,A00926,Aurora Labs Inc,VP Engineering,AMER
C001977,A01616,Northwind Systems Ltd,Solutions Architect,APAC
C001978,A01616,Northwind Systems Ltd,Solutions Architect,APAC
C001979,A00882,Parallel Dynamics,IT Director,AMER
C001980,A01173,Aurora Cloud Ltd,Solutions Architect,AMER
C001981,A01173,Aurora Cloud Ltd,Solutions Architect,AMER
C001982,A00243,Vertex Grid Inc,Solutions Architect,AMER
C001983,A00243,Vertex Grid Inc,Solutions Architect,AMER
C001984,A00735,Cobalt Grid Ltd,CFO,AMER
C001985,A00735,Cobalt Grid Ltd,Head of Procurement,AMER
C001986,A01025,Aurora Point Ltd,Head of Procurement,AMER
C001987,A01025,Aurora Point Ltd,CFO,AMER
C001988,A01025,Aurora Point Ltd,IT Director,AMER
C001989,A00450,Cobalt Systems Inc,VP Operations,AMER
C001990,A00009,BluePeak Cloud,IT Director,AMER
C001991,A01457,Pinnacle Labs,VP Engineering,EMEA
C001992,A01457,Pinnacle Labs,Head of Procurement,EMEA
C001993,A01457,Pinnacle Labs,VP Engineering,EMEA
C001994,A00069,Cobalt Works Ltd,Head of Procurement,AMER
C001995,A00069,Cobalt Works Ltd,VP Operations,AMER
C001996,A00069,Cobalt Works Ltd,VP Engineering,AMER
C001997,A00850,Meridian Logic Inc,Solutions Architect,EMEA
C001998,A00850,Meridian Logic Inc,Head of Procurement,EMEA
C001999,A00850,Meridian Logic Inc,VP Operations,EMEA
C002000,A00025,Aurora Cloud Ltd,IT Director,AMER
C002001,A00025,Aurora Cloud Ltd,VP Engineering,AMER
C002002,A01660,Cobalt Systems Inc,CFO,EMEA
C002003,A01157,Pinnacle Labs Ltd,VP Engineering,EMEA
C002004,A01157,Pinnacle Labs Ltd,VP Engineering,EMEA
C002005,A01619,Meridian Cloud,Solutions Architect,AMER
C002006,A01182,BluePeak Works,CFO,AMER
C002007,A00880,Parallel Stream,Head of Procurement,AMER
C002008,A01572,Meridian Labs,Head of Procurement,AMER
C002009,A01700,Meridian Systems Inc,IT Director,AMER
C002010,A01700,Meridian Systems Inc,IT Director,AMER
C002011,A01700,Meridian Systems Inc,VP Engineering,AMER
C002012,A00554,Pinnacle Grid,IT Director,APAC
C002013,A00554,Pinnacle Grid,IT Director,APAC
C002014,A00554,Pinnacle Grid,IT Director,APAC
C002015,A01671,Parallel Stream Inc,Solutions Architect,AMER
C002016,A01748,Cobalt Works Inc,IT Director,EMEA
C002017,A01748,Cobalt Works Inc,Solutions Architect,EMEA
C002018,A01189,Granite Logic,IT Director,AMER
C002019,A01189,Granite Logic,Solutions Architect,AMER
C002020,A01072,BluePeak Works Ltd,IT Director,AMER
C002021,A01072,BluePeak Works Ltd,Solutions Architect,AMER
C002022,A01574,Vertex Point Inc,IT Director,EMEA
C002023,A01377,Meridian Grid Inc,CFO,AMER
C002024,A01205,Aurora Dynamics Ltd,Head of Procurement,AMER
C002025,A01205,Aurora Dynamics Ltd,CFO,AMER
C002026,A01205,Aurora Dynamics Ltd,Solutions Architect,AMER
C002027,A00302,Northwind Grid,Solutions Architect,EMEA
C002028,A01232,Cobalt Labs Inc,CFO,APAC
C002029,A01232,Cobalt Labs Inc,VP Engineering,APAC
C002030,A00908,Parallel Dynamics,Solutions Architect,AMER
C002031,A00908,Parallel Dynamics,CFO,AMER
C002032,A00076,Vertex Systems Ltd,VP Operations,APAC
C002033,A00592,Aurora Logic Ltd,IT Director,EMEA
C002034,A01003,Granite Grid Ltd,IT Director,AMER
C002035,A01084,Aurora Systems Inc,VP Engineering,EMEA
C002036,A01084,Aurora Systems Inc,VP Engineering,EMEA
C002037,A01313,Meridian Labs,VP Engineering,APAC
C002038,A01480,Parallel Systems,IT Director,AMER
C002039,A00052,Pinnacle Point Inc,Head of Procurement,AMER
C002040,A00052,Pinnacle Point Inc,VP Operations,AMER
C002041,A00052,Pinnacle Point Inc,VP Operations,AMER
C002042,A01523,Northwind Cloud Ltd,CFO,AMER
C002043,A01523,Northwind Cloud Ltd,Solutions Architect,AMER
C002044,A01441,Meridian Logic Inc,CFO,EMEA
C002045,A01441,Meridian Logic Inc,Solutions Architect,EMEA
C002046,A01134,Aurora Bridge,IT Director,EMEA
C002047,A01219,Cobalt Bridge Ltd,Head of Procurement,AMER
C002048,A01384,Pinnacle Cloud Inc,CFO,EMEA
C002049,A01384,Pinnacle Cloud Inc,Head of Procurement,EMEA
C002050,A01384,Pinnacle Cloud Inc,VP Engineering,EMEA
C002051,A00479,Aurora Labs Inc,VP Operations,EMEA
C002052,A01286,Pinnacle Stream,VP Engineering,EMEA
C002053,A01177,Silverline Works Ltd,CFO,EMEA
C002054,A01177,Silverline Works Ltd,VP Engineering,EMEA
C002055,A00320,Cobalt Systems Ltd,Solutions Architect,AMER
C002056,A00320,Cobalt Systems Ltd,VP Operations,AMER
C002057,A01212,Cobalt Stream Inc,VP Engineering,APAC
C002058,A01212,Cobalt Stream Inc,VP Engineering,APAC
C002059,A01734,Silverline Point Ltd,Solutions Architect,AMER
C002060,A01734,Silverline Point Ltd,VP Operations,AMER
C002061,A00419,Silverline Cloud Inc,VP Operations,AMER
C002062,A00419,Silverline Cloud Inc,IT Director,AMER
C002063,A00121,Cobalt Bridge,VP Engineering,AMER
C002064,A01176,Silverline Works,VP Engineering,AMER
C002065,A01793,Aurora Dynamics Inc,Head of Procurement,EMEA
C002066,A01793,Aurora Dynamics Inc,Head of Procurement,EMEA
C002067,A01793,Aurora Dynamics Inc,VP Engineering,EMEA
C002068,A01011,Vertex Point Inc,VP Operations,AMER
C002069,A01011,Vertex Point Inc,Head of Procurement,AMER
C002070,A01303,BluePeak Stream,CFO,AMER
C002071,A01303,BluePeak Stream,Head of Procurement,AMER
C002072,A01287,Aurora Systems,CFO,AMER
C002073,A00546,Cobalt Works,CFO,AMER
C002074,A00315,Granite Dynamics Ltd,VP Engineering,AMER
C002075,A01835,BluePeak Logic Inc,VP Operations,AMER
C002076,A00649,Northwind Bridge Ltd,Solutions Architect,EMEA
C002077,A00649,Northwind Bridge Ltd,Head of Procurement,EMEA
C002078,A00104,Parallel Stream,VP Engineering,EMEA
C002079,A00104,Parallel Stream,Head of Procurement,EMEA
C002080,A01387,Granite Grid,Head of Procurement,AMER
C002081,A01198,Parallel Dynamics Inc,IT Director,EMEA
C002082,A01198,Parallel Dynamics Inc,IT Director,EMEA
C002083,A00280,Granite Grid Inc,Head of Procurement,AMER
C002084,A00280,Granite Grid Inc,Head of Procurement,AMER
C002085,A01675,Pinnacle Works Inc,Head of Procurement,EMEA
C002086,A00986,Silverline Logic Inc,CFO,APAC
C002087,A00986,Silverline Logic Inc,VP Operations,APAC
C002088,A00986,Silverline Logic Inc,VP Operations,APAC
C002089,A00557,Granite Point,CFO,AMER
C002090,A00557,Granite Point,VP Engineering,AMER
C002091,A00910,Parallel Stream Inc,CFO,AMER
C002092,A00158,Parallel Dynamics Inc,VP Operations,AMER
C002093,A00050,Northwind Systems,Solutions Architect,EMEA
C002094,A00885,Granite Point Inc,VP Engineering,EMEA
C002095,A00885,Granite Point Inc,CFO,EMEA
C002096,A00193,Northwind Systems Ltd,CFO,EMEA
C002097,A00193,Northwind Systems Ltd,VP Engineering,EMEA
C002098,A00542,Parallel Grid,Solutions Architect,AMER
C002099,A00542,Parallel Grid,VP Engineering,AMER
C002100,A01611,Granite Cloud Ltd,CFO,EMEA
C002101,A00920,Cobalt Grid Inc,CFO,AMER
C002102,A00668,Parallel Labs,IT Director,AMER
C002103,A00668,Parallel Labs,IT Director,AMER
C002104,A00668,Parallel Labs,VP Engineering,AMER
C002105,A01706,Meridian Dynamics,VP Engineering,AMER
C002106,A01706,Meridian Dynamics,Head of Procurement,AMER
C002107,A01094,Aurora Point Inc,Solutions Architect,EMEA
C002108,A01094,Aurora Point Inc,VP Engineering,EMEA
C002109,A01265,Meridian Cloud Ltd,VP Operations,AMER
C002110,A01265,Meridian Cloud Ltd,CFO,AMER
C002111,A00681,Silverline Bridge Inc,CFO,APAC
C002112,A00681,Silverline Bridge Inc,VP Operations,APAC
C002113,A00681,Silverline Bridge Inc,CFO,APAC
C002114,A01626,Parallel Labs,Head of Procurement,AMER
C002115,A00629,Meridian Bridge Inc,VP Engineering,APAC
C002116,A00629,Meridian Bridge Inc,CFO,APAC
C002117,A01012,Pinnacle Logic Inc,CFO,AMER
C002118,A01012,Pinnacle Logic Inc,VP Engineering,AMER
C002119,A01993,Granite Bridge Inc,Head of Procurement,EMEA
C002120,A01615,Vertex Labs,VP Engineering,AMER
C002121,A01615,Vertex Labs,Head of Procurement,AMER
C002122,A01615,Vertex Labs,VP Operations,AMER
C002123,A00633,Granite Stream Ltd,VP Engineering,APAC
C002124,A00633,Granite Stream Ltd,Solutions Architect,APAC
C002125,A00866,Meridian Stream Inc,VP Operations,EMEA
C002126,A01624,Parallel Stream Inc,CFO,AMER
C002127,A00424,Aurora Bridge Ltd,VP Operations,EMEA
C002128,A00424,Aurora Bridge Ltd,VP Engineering,EMEA
C002129,A01167,BluePeak Works Ltd,Solutions Architect,AMER
C002130,A01167,BluePeak Works Ltd,Head of Procurement,AMER
C002131,A01172,Vertex Stream,IT Director,AMER
C002132,A01172,Vertex Stream,CFO,AMER
C002133,A01147,Cobalt Works Inc,Head of Procurement,EMEA
C002134,A00747,BluePeak Works Inc,Solutions Architect,APAC
C002135,A00747,BluePeak Works Inc,IT Director,APAC
C002136,A01904,BluePeak Grid Ltd,CFO,AMER
C002137,A01904,BluePeak Grid Ltd,CFO,AMER
C002138,A01904,BluePeak Grid Ltd,Solutions Architect,AMER
C002139,A00804,Parallel Labs,CFO,EMEA
C002140,A00605,BluePeak Point,Solutions Architect,AMER
C002141,A00218,Cobalt Point Inc,VP Operations,AMER
C002142,A00870,Aurora Point Ltd,IT Director,AMER
C002143,A00597,BluePeak Point,CFO,AMER
C002144,A01227,Cobalt Grid Ltd,VP Engineering,AMER
C002145,A01227,Cobalt Grid Ltd,VP Operations,AMER
C002146,A00106,Granite Labs Inc,CFO,AMER
C002147,A00446,Aurora Grid,IT Director,AMER
C002148,A01520,Northwind Logic Inc,Head of Procurement,EMEA
C002149,A01280,Pinnacle Works Ltd,VP Engineering,AMER
C002150,A01280,Pinnacle Works Ltd,CFO,AMER
C002151,A01795,Silverline Stream Inc,VP Operations,AMER
C002152,A01795,Silverline Stream Inc,Head of Procurement,AMER
C002153,A00339,Cobalt Systems Inc,IT Director,AMER
C002154,A00287,Northwind Dynamics,Solutions Architect,APAC
C002155,A00287,Northwind Dynamics,VP Engineering,APAC
C002156,A00287,Northwind Dynamics,Head of Procurement,APAC
C002157,A00567,BluePeak Works Ltd,Solutions Architect,APAC
C002158,A00567,BluePeak Works Ltd,VP Operations,APAC
C002159,A01245,Granite Systems Inc,VP Engineering,AMER
C002160,A00846,Pinnacle Cloud Ltd,IT Director,EMEA
C002161,A00846,Pinnacle Cloud Ltd,IT Director,EMEA
C002162,A00846,Pinnacle Cloud Ltd,VP Engineering,EMEA
C002163,A00240,Parallel Systems Ltd,Solutions Architect,EMEA
C002164,A00240,Parallel Systems Ltd,CFO,EMEA
C002165,A00906,Cobalt Labs Inc,VP Engineering,EMEA
C002166,A00297,Vertex Labs,CFO,AMER
C002167,A00297,Vertex Labs,CFO,AMER
C002168,A00157,Parallel Stream Ltd,CFO,AMER
C002169,A01648,Silverline Point,IT Director,AMER
C002170,A01840,Cobalt Grid,CFO,AMER
C002171,A01840,Cobalt Grid,VP Engineering,AMER
C002172,A01668,Pinnacle Grid Inc,VP Engineering,AMER
C002173,A00191,Cobalt Stream Ltd,VP Operations,EMEA
C002174,A00191,Cobalt Stream Ltd,Head of Procurement,EMEA
C002175,A00191,Cobalt Stream Ltd,IT Director,EMEA
C002176,A01249,BluePeak Systems Ltd,Solutions Architect,AMER
C002177,A01249,BluePeak Systems Ltd,CFO,AMER
C002178,A00102,Parallel Bridge Inc,VP Operations,AMER
C002179,A00791,Cobalt Bridge Ltd,VP Operations,AMER
C002180,A00791,Cobalt Bridge Ltd,Head of Procurement,AMER
C002181,A00791,Cobalt Bridge Ltd,IT Director,AMER
C002182,A01655,Northwind Labs Ltd,Solutions Architect,AMER
C002183,A01655,Northwind Labs Ltd,VP Operations,AMER
C002184,A00709,Silverline Logic Ltd,Head of Procurement,APAC
C002185,A00709,Silverline Logic Ltd,Solutions Architect,APAC
C002186,A00571,Cobalt Dynamics Inc,CFO,AMER
C002187,A01670,Silverline Labs Inc,IT Director,EMEA
C002188,A00774,BluePeak Dynamics,IT Director,AMER
C002189,A00774,BluePeak Dynamics,VP Engineering,AMER
C002190,A01782,Granite Point,Solutions Architect,APAC
C002191,A00264,Pinnacle Logic,VP Engineering,AMER
C002192,A00264,Pinnacle Logic,IT Director,AMER
C002193,A01576,Pinnacle Logic Inc,VP Operations,AMER
C002194,A00400,Vertex Labs Inc,VP Operations,AMER
C002195,A00400,Vertex Labs Inc,Solutions Architect,AMER
C002196,A00393,Pinnacle Grid Inc,Solutions Architect,EMEA
C002197,A00393,Pinnacle Grid Inc,VP Engineering,EMEA
C002198,A00393,Pinnacle Grid Inc,VP Operations,EMEA
C002199,A00851,BluePeak Dynamics,IT Director,AMER
C002200,A00205,Granite Grid Inc,CFO,APAC
C002201,A00205,Granite Grid Inc,IT Director,APAC
C002202,A00719,Parallel Dynamics,CFO,EMEA
C002203,A00719,Parallel Dynamics,Head of Procurement,EMEA
C002204,A01032,Vertex Stream,IT Director,AMER
C002205,A01032,Vertex Stream,VP Operations,AMER
C002206,A00832,Pinnacle Grid Inc,CFO,AMER
C002207,A00951,Meridian Labs,IT Director,AMER
C002208,A01424,Aurora Logic Inc,IT Director,EMEA
C002209,A01424,Aurora Logic Inc,VP Operations,EMEA
C002210,A00219,Meridian Logic Ltd,CFO,APAC
C002211,A01892,BluePeak Systems Ltd,Head of Procurement,APAC
C002212,A01892,BluePeak Systems Ltd,VP Operations,APAC
C002213,A01002,Parallel Logic Inc,IT Director,APAC
C002214,A01002,Parallel Logic Inc,VP Engineering,APAC
C002215,A00919,Granite Works Ltd,VP Engineering,AMER
C002216,A00919,Granite Works Ltd,Head of Procurement,AMER
C002217,A01107,Aurora Labs Ltd,Solutions Architect,AMER
C002218,A00578,Silverline Cloud,IT Director,AMER
C002219,A00578,Silverline Cloud,Solutions Architect,AMER
C002220,A01585,BluePeak Works,VP Operations,EMEA
C002221,A01585,BluePeak Works,Head of Procurement,EMEA
C002222,A00967,Northwind Dynamics Inc,Head of Procurement,EMEA
C002223,A00967,Northwind Dynamics Inc,VP Engineering,EMEA
C002224,A00478,Parallel Point,IT Director,EMEA
C002225,A01621,Granite Systems Inc,VP Operations,AMER
C002226,A01621,Granite Systems Inc,CFO,AMER
C002227,A01649,Vertex Labs Inc,Head of Procurement,AMER
C002228,A00768,Cobalt Systems Inc,VP Engineering,AMER
C002229,A00768,Cobalt Systems Inc,VP Engineering,AMER
C002230,A00487,Silverline Logic Ltd,VP Engineering,AMER
C002231,A00487,Silverline Logic Ltd,VP Operations,AMER
C002232,A00821,Meridian Point,CFO,AMER
C002233,A00306,Northwind Point Inc,IT Director,EMEA
C002234,A00306,Northwind Point Inc,Head of Procurement,EMEA
C002235,A00306,Northwind Point Inc,IT Director,EMEA
C002236,A00591,Cobalt Labs Inc,Head of Procurement,EMEA
C002237,A00591,Cobalt Labs Inc,Head of Procurement,EMEA
C002238,A01374,BluePeak Point Ltd,VP Operations,APAC
C002239,A01374,BluePeak Point Ltd,VP Operations,APAC
C002240,A00857,Northwind Works Ltd,IT Director,AMER
C002241,A00857,Northwind Works Ltd,Solutions Architect,AMER
C002242,A00573,Meridian Dynamics Inc,IT Director,AMER
C002243,A00573,Meridian Dynamics Inc,CFO,AMER
C002244,A01908,Meridian Labs Ltd,IT Director,AMER
C002245,A01908,Meridian Labs Ltd,IT Director,AMER
C002246,A00836,Meridian Works Inc,VP Operations,AMER
C002247,A00836,Meridian Works Inc,IT Director,AMER
C002248,A00890,Silverline Grid,VP Engineering,EMEA
C002249,A00511,BluePeak Point Ltd,IT Director,AMER
C002250,A00511,BluePeak Point Ltd,VP Operations,AMER
C002251,A00091,Granite Labs Inc,VP Engineering,AMER
C002252,A00038,Meridian Grid Inc,VP Engineering,EMEA
C002253,A01021,Cobalt Logic Inc,VP Engineering,EMEA
C002254,A01021,Cobalt Logic Inc,Solutions Architect,EMEA
C002255,A01653,BluePeak Cloud Inc,CFO,AMER
C002256,A01382,Vertex Cloud Ltd,CFO,AMER
C002257,A01382,Vertex Cloud Ltd,VP Engineering,AMER
C002258,A01473,Vertex Logic Ltd,Head of Procurement,AMER
C002259,A01473,Vertex Logic Ltd,CFO,AMER
C002260,A00181,Pinnacle Grid,Solutions Architect,AMER
C002261,A01961,Pinnacle Dynamics,VP Engineering,AMER
C002262,A00577,Northwind Grid Ltd,CFO,EMEA
C002263,A00577,Northwind Grid Ltd,Head of Procurement,EMEA
C002264,A01297,Pinnacle Labs Ltd,Solutions Architect,EMEA
C002265,A01297,Pinnacle Labs Ltd,VP Engineering,EMEA
C002266,A01724,Pinnacle Grid Inc,Solutions Architect,EMEA
C002267,A00727,Northwind Works,VP Engineering,AMER
C002268,A00727,Northwind Works,VP Operations,AMER
C002269,A01476,Granite Stream,Solutions Architect,APAC
C002270,A01476,Granite Stream,VP Operations,APAC
C002271,A01476,Granite Stream,VP Operations,APAC
C002272,A00520,Granite Logic,VP Operations,AMER
C002273,A00520,Granite Logic,Solutions Architect,AMER
C002274,A00043,BluePeak Logic Inc,Head of Procurement,AMER
C002275,A01321,Aurora Grid Inc,CFO,AMER
C002276,A01321,Aurora Grid Inc,Solutions Architect,AMER
C002277,A01787,Northwind Dynamics Ltd,CFO,APAC
C002278,A01925,Meridian Works Ltd,Solutions Architect,AMER
C002279,A00010,Silverline Grid,Head of Procurement,AMER
C002280,A00010,Silverline Grid,VP Engineering,AMER
C002281,A00010,Silverline Grid,VP Operations,AMER
C002282,A00002,BluePeak Systems Inc,IT Director,APAC
C002283,A00178,Pinnacle Labs Inc,Head of Procurement,EMEA
C002284,A01479,Meridian Systems,CFO,EMEA
C002285,A01745,Aurora Cloud Ltd,VP Engineering,APAC
C002286,A01618,Aurora Labs Ltd,Solutions Architect,EMEA
C002287,A00660,Vertex Point Ltd,IT Director,EMEA
C002288,A01242,Meridian Grid Ltd,CFO,EMEA
C002289,A01242,Meridian Grid Ltd,VP Operations,EMEA
C002290,A00259,Pinnacle Point Inc,VP Engineering,APAC
C002291,A01768,Aurora Point Ltd,Head of Procurement,EMEA
C002292,A01768,Aurora Point Ltd,Head of Procurement,EMEA
C002293,A01969,BluePeak Bridge,VP Engineering,AMER
C002294,A01106,BluePeak Systems Inc,CFO,EMEA
C002295,A01358,Cobalt Systems Inc,CFO,AMER
C002296,A00965,Northwind Labs,CFO,AMER
C002297,A00965,Northwind Labs,VP Operations,AMER
C002298,A00965,Northwind Labs,Head of Procurement,AMER
C002299,A01459,Cobalt Stream Ltd,VP Operations,AMER
C002300,A01771,Parallel Grid Ltd,VP Operations,EMEA
C002301,A01771,Parallel Grid Ltd,VP Operations,EMEA
C002302,A00985,Meridian Grid Ltd,Solutions Architect,AMER
C002303,A01974,Northwind Grid Inc,Solutions Architect,AMER
C002304,A01974,Northwind Grid Inc,Solutions Architect,AMER
C002305,A01131,Parallel Systems,VP Operations,APAC
C002306,A01697,Aurora Grid Ltd,IT Director,EMEA
C002307,A01096,Vertex Dynamics Inc,VP Engineering,AMER
C002308,A01096,Vertex Dynamics Inc,Head of Procurement,AMER
C002309,A00263,Silverline Grid,CFO,AMER
C002310,A01294,Cobalt Logic,IT Director,AMER
C002311,A01294,Cobalt Logic,IT Director,AMER
C002312,A00338,Northwind Point Inc,Solutions Architect,EMEA
C002313,A00338,Northwind Point Inc,Head of Procurement,EMEA
C002314,A00005,Pinnacle Grid Inc,VP Operations,AMER
C002315,A01221,Granite Point Ltd,VP Operations,AMER
C002316,A01221,Granite Point Ltd,Head of Procurement,AMER
C002317,A01928,Granite Logic,VP Engineering,EMEA
C002318,A00507,Pinnacle Stream Ltd,VP Engineering,APAC
C002319,A00507,Pinnacle Stream Ltd,Head of Procurement,APAC
C002320,A00295,Meridian Logic Inc,Solutions Architect,EMEA
